slice_type,slice_name,n_rows,augmented_mae,calibrated_mae,mae_delta_calibrated_minus_augmented,augmented_exact_pct,calibrated_exact_pct,exact_delta_calibrated_minus_augmented_pct,calibrated_wins_mae_pct,augmented_wins_mae_pct,bracket_lost_by_calibration_pct,bracket_gained_by_calibration_pct,augmented_signed_bias,calibrated_signed_bias,production_status
binary_macro_regime_label,macro_non_southerly,2093,0.839497654051157,0.7551348043162595,-0.08436284973489747,37.649307214524605,40.850453893932155,3.201146679407549,54.037267080745345,45.962732919254655,19.541328236980412,22.74247491638796,0.07952908540064071,-0.251992338809109,EXPERIMENT_ONLY
binary_macro_regime_label,macro_southerly_flow,755,0.7806868364592037,0.779501234128008,-0.0011856023311957405,43.841059602649004,46.75496688741722,2.9139072847682117,48.34437086092715,51.65562913907285,21.192052980132452,24.105960264900663,-0.13452641617065017,0.5287587386683886,EXPERIMENT_ONLY
cp,20:00,712,0.8636268271714594,0.7615943037923376,-0.10203252337912198,37.5,42.41573033707865,4.915730337078652,56.32022471910113,43.67977528089887,18.820224719101123,23.735955056179776,-0.042148619545723603,-0.04501654404242686,EXPERIMENT_ONLY
cp,21:00,712,0.8199708088841723,0.7615943037923376,-0.058376505091834695,39.60674157303371,42.41573033707865,2.808988764044944,51.40449438202247,48.59550561797753,19.662921348314608,22.471910112359552,0.11029597020905385,-0.04501654404242686,EXPERIMENT_ONLY
cp,22:00,712,0.8102448796913164,0.7615943037923376,-0.04865057589897891,39.46629213483146,42.41573033707865,2.949438202247191,51.68539325842696,48.31460674157304,19.662921348314608,22.6123595505618,-0.060354425290701,-0.04501654404242686,EXPERIMENT_ONLY
cp,23:00,712,0.8017855059605945,0.7615943037923376,-0.040191202168257036,40.58988764044944,42.41573033707865,1.8258426966292134,50.70224719101124,49.29775280898876,21.769662921348313,23.59550561797753,0.08334040543453385,-0.04501654404242686,EXPERIMENT_ONLY
month,2024-01,48,1.7926069318565243,1.729166666666665,-0.0634402651898572,25.0,0.0,-25.0,47.916666666666664,52.083333333333336,25.0,0.0,-1.2151714171150338,-1.0874999999999986,EXPERIMENT_ONLY
month,2024-02,116,0.8733063973087586,1.070689655172414,0.19738325786365535,36.206896551724135,10.344827586206897,-25.862068965517242,34.48275862068966,65.51724137931035,31.03448275862069,5.172413793103448,-0.44646700127418043,-0.6679310344827585,EXPERIMENT_ONLY
month,2024-03,124,0.8852938547393518,0.7421309872922783,-0.1431628674470736,34.67741935483871,38.70967741935484,4.032258064516129,60.483870967741936,39.516129032258064,14.516129032258064,18.548387096774192,-0.10847698375305528,-0.377292277614858,EXPERIMENT_ONLY
month,2024-04,120,0.8215751974086049,0.793232323232323,-0.028342874176281896,48.333333333333336,43.333333333333336,-5.0,47.5,52.5,24.166666666666668,19.166666666666668,-0.00021802999819845088,0.0022255892255892934,EXPERIMENT_ONLY
month,2024-05,124,0.8099931471868707,0.6417106549364617,-0.1682824922504093,30.64516129032258,48.38709677419355,17.741935483870968,61.29032258064516,38.70967741935484,11.290322580645162,29.032258064516128,0.2894850730413546,0.38736070381231613,EXPERIMENT_ONLY
month,2024-06,120,0.7025386337634896,0.6584175084175082,-0.044121125345980845,39.166666666666664,50.0,10.833333333333334,50.0,50.0,18.333333333333332,29.166666666666668,0.14498164604511282,0.196023569023569,EXPERIMENT_ONLY
month,2024-07,124,0.7413436064522545,0.587476376669926,-0.1538672297823295,38.70967741935484,41.935483870967744,3.225806451612903,59.67741935483871,40.32258064516129,18.548387096774192,21.774193548387096,-0.04811899138908713,0.1721065493646139,EXPERIMENT_ONLY
month,2024-08,124,0.7429997910472173,0.556384815900945,-0.18661497514627232,41.935483870967744,54.83870967741935,12.903225806451612,55.645161290322584,44.354838709677416,16.93548387096774,29.838709677419356,-0.06637092488866388,-0.22670413815575147,EXPERIMENT_ONLY
month,2024-09,120,0.871775310696711,0.5259999999999998,-0.3457753106967116,35.833333333333336,56.666666666666664,20.833333333333332,66.66666666666667,33.333333333333336,7.5,28.333333333333332,-0.10754505363922083,0.1279999999999997,EXPERIMENT_ONLY
month,2024-10,124,0.9006423548873328,0.6358064516129035,-0.26483590327442935,29.032258064516128,54.83870967741935,25.806451612903224,67.74193548387096,32.25806451612903,10.483870967741936,36.29032258064516,0.2790410301134284,0.1041935483870965,EXPERIMENT_ONLY
month,2024-11,120,0.7995751327344055,0.5099999999999999,-0.2895751327344056,39.166666666666664,63.333333333333336,24.166666666666668,60.833333333333336,39.166666666666664,16.666666666666668,40.833333333333336,0.12337112866642518,0.03600000000000018,EXPERIMENT_ONLY
month,2024-12,124,0.7406249448913819,1.0299999999999996,0.28937505510861816,39.516129032258064,22.580645161290324,-16.93548387096774,35.483870967741936,64.51612903225806,29.838709677419356,12.903225806451612,0.14378115649625223,-0.2970967741935484,EXPERIMENT_ONLY
month,2025-01,124,0.8724001527380506,1.1022580645161295,0.22985791177807846,45.96774193548387,25.806451612903224,-20.161290322580644,39.516129032258064,60.483870967741936,29.032258064516128,8.870967741935484,0.2706784695375085,0.5422580645161296,EXPERIMENT_ONLY
month,2025-02,112,1.00945064570775,1.2554761904761909,0.2460255447684411,37.5,21.428571428571427,-16.071428571428573,27.678571428571427,72.32142857142857,25.892857142857142,9.821428571428571,0.4534233361743331,0.19500000000000003,EXPERIMENT_ONLY
month,2025-03,124,0.8717304194405987,1.2257955903117195,0.3540651708711209,41.12903225806452,19.35483870967742,-21.774193548387096,29.032258064516128,70.96774193548387,28.225806451612904,6.451612903225806,-0.02012585088184802,-0.29633974150103237,EXPERIMENT_ONLY
month,2025-04,120,0.8036220957837112,0.8508557800224461,0.04723368423873528,45.0,30.0,-15.0,41.666666666666664,58.333333333333336,25.0,10.0,0.019488261950726244,0.1324831649831653,EXPERIMENT_ONLY
month,2025-05,124,0.5524449358246594,0.6392445965026604,0.08679966067800138,56.45161290322581,51.61290322580645,-4.838709677419355,49.193548387096776,50.806451612903224,22.580645161290324,17.741935483870968,0.03165579868828909,0.0979662213533178,EXPERIMENT_ONLY
month,2025-06,120,0.8911242795965272,0.5651043771043764,-0.3260199024921505,30.833333333333332,53.333333333333336,22.5,70.83333333333333,29.166666666666668,18.333333333333332,40.833333333333336,-0.09542337545794317,0.1881088664422,EXPERIMENT_ONLY
month,2025-07,124,0.6917212868320664,0.6566791571630273,-0.0350421296690381,50.0,51.61290322580645,1.6129032258064515,53.225806451612904,46.774193548387096,18.548387096774192,20.161290322580644,-0.02920976388441749,0.150666340827631,EXPERIMENT_ONLY
month,2025-08,124,0.8300091831833251,0.6826496144238073,-0.14735956875951695,36.29032258064516,48.38709677419355,12.096774193548388,62.096774193548384,37.903225806451616,17.741935483870968,29.838709677419356,-0.49263664769943644,-0.16069458021070931,EXPERIMENT_ONLY
month,2025-09,120,0.7901695273921798,0.5548582766439908,-0.23531125074818876,35.833333333333336,60.0,24.166666666666668,65.0,35.0,12.5,36.666666666666664,-0.1285697159430438,-0.2696655328798185,EXPERIMENT_ONLY
month,2025-10,124,0.7660541450853058,0.4725806451612905,-0.2934734999240159,42.74193548387097,58.064516129032256,15.32258064516129,62.903225806451616,37.096774193548384,11.290322580645162,26.612903225806452,0.3673154675122196,0.09528198376124658,EXPERIMENT_ONLY
month,2025-11,120,0.805102451598984,0.6558956916099767,-0.14920675998900632,38.333333333333336,46.666666666666664,8.333333333333334,53.333333333333336,46.666666666666664,25.0,33.333333333333336,0.07807451034232135,-0.5382199546485258,EXPERIMENT_ONLY
month,2025-12,124,0.8191138619062599,0.7650537634408605,-0.05406009846539984,35.483870967741936,38.70967741935484,3.225806451612903,53.225806451612904,46.774193548387096,25.0,28.225806451612904,0.35171437207971273,-0.23494623655913963,EXPERIMENT_ONLY
month_cp,2024-01|20:00,12,1.88006029980573,1.7291666666666667,-0.15089363313906348,16.666666666666668,0.0,-16.666666666666668,58.333333333333336,41.666666666666664,16.666666666666668,0.0,-1.2823464203245958,-1.0875000000000004,EXPERIMENT_ONLY
month_cp,2024-01|21:00,12,1.7781785624781967,1.7291666666666667,-0.04901189581152998,25.0,0.0,-25.0,50.0,50.0,25.0,0.0,-1.1630145072951301,-1.0875000000000004,EXPERIMENT_ONLY
month_cp,2024-01|22:00,12,1.7695912440838966,1.7291666666666667,-0.04042457741722997,33.333333333333336,0.0,-33.333333333333336,41.666666666666664,58.333333333333336,33.333333333333336,0.0,-1.319336661482337,-1.0875000000000004,EXPERIMENT_ONLY
month_cp,2024-01|23:00,12,1.742597621058272,1.7291666666666667,-0.013430954391605354,25.0,0.0,-25.0,41.666666666666664,58.333333333333336,25.0,0.0,-1.0959880793580765,-1.0875000000000004,EXPERIMENT_ONLY
month_cp,2024-02|20:00,29,1.0156888026876703,1.0706896551724139,0.05500085248474378,27.586206896551722,10.344827586206897,-17.24137931034483,41.37931034482759,58.62068965517241,24.137931034482758,6.896551724137931,-0.6089600719784736,-0.6679310344827588,EXPERIMENT_ONLY
month_cp,2024-02|21:00,29,0.8528681773034387,1.0706896551724139,0.21782147786897527,37.93103448275862,10.344827586206897,-27.586206896551722,31.03448275862069,68.96551724137932,31.03448275862069,3.4482758620689653,-0.42628285042266245,-0.6679310344827588,EXPERIMENT_ONLY
month_cp,2024-02|22:00,29,0.8784177033086858,1.0706896551724139,0.1922719518637281,37.93103448275862,10.344827586206897,-27.586206896551722,34.48275862068966,65.51724137931035,34.48275862068966,6.896551724137931,-0.4755816670148865,-0.6679310344827588,EXPERIMENT_ONLY
month_cp,2024-02|23:00,29,0.7462509059352398,1.0706896551724139,0.3244387492371742,41.37931034482759,10.344827586206897,-31.03448275862069,31.03448275862069,68.96551724137932,34.48275862068966,3.4482758620689653,-0.2750434156806988,-0.6679310344827588,EXPERIMENT_ONLY
month_cp,2024-03|20:00,31,0.9496166746178739,0.7421309872922778,-0.20748568732559608,41.935483870967744,38.70967741935484,-3.225806451612903,58.064516129032256,41.935483870967744,16.129032258064516,12.903225806451612,-0.17955176216915109,-0.3772922776148583,EXPERIMENT_ONLY
month_cp,2024-03|21:00,31,0.8899164645843256,0.7421309872922778,-0.1477854772920479,32.25806451612903,38.70967741935484,6.451612903225806,61.29032258064516,38.70967741935484,12.903225806451612,19.35483870967742,-0.11470731957327064,-0.3772922776148583,EXPERIMENT_ONLY
month_cp,2024-03|22:00,31,0.8998898382526811,0.7421309872922778,-0.15775885096040343,35.483870967741936,38.70967741935484,3.225806451612903,64.51612903225806,35.483870967741936,12.903225806451612,16.129032258064516,-0.18679240054881796,-0.3772922776148583,EXPERIMENT_ONLY
month_cp,2024-03|23:00,31,0.8017524415025248,0.7421309872922778,-0.05962145421024703,29.032258064516128,38.70967741935484,9.67741935483871,58.064516129032256,41.935483870967744,16.129032258064516,25.806451612903224,0.04714354727901853,-0.3772922776148583,EXPERIMENT_ONLY
month_cp,2024-04|20:00,30,0.8705209787803546,0.7932323232323225,-0.07728865554803205,43.333333333333336,43.333333333333336,0.0,53.333333333333336,46.666666666666664,20.0,20.0,-0.2147131914936775,0.0022255892255892934,EXPERIMENT_ONLY
month_cp,2024-04|21:00,30,0.7786591065480505,0.7932323232323225,0.014573216684271924,46.666666666666664,43.333333333333336,-3.3333333333333335,43.333333333333336,56.666666666666664,23.333333333333332,20.0,0.016998550030344183,0.0022255892255892934,EXPERIMENT_ONLY
month_cp,2024-04|22:00,30,0.792521304124658,0.7932323232323225,0.0007110191076645715,46.666666666666664,43.333333333333336,-3.3333333333333335,46.666666666666664,53.333333333333336,23.333333333333332,20.0,0.032604060159963845,0.0022255892255892934,EXPERIMENT_ONLY
month_cp,2024-04|23:00,30,0.8445994001813546,0.7932323232323225,-0.05136707694903204,56.666666666666664,43.333333333333336,-13.333333333333334,46.666666666666664,53.333333333333336,30.0,16.666666666666668,0.16423846131057568,0.0022255892255892934,EXPERIMENT_ONLY
month_cp,2024-05|20:00,31,0.9248200290473678,0.6417106549364613,-0.2831093741109064,22.580645161290324,48.38709677419355,25.806451612903224,67.74193548387096,32.25806451612903,6.451612903225806,32.25806451612903,0.12961033043343645,0.38736070381231663,EXPERIMENT_ONLY
month_cp,2024-05|21:00,31,0.7640901333703407,0.6417106549364613,-0.1223794784338793,35.483870967741936,48.38709677419355,12.903225806451612,54.83870967741935,45.16129032258065,9.67741935483871,22.580645161290324,0.3069112569298253,0.38736070381231663,EXPERIMENT_ONLY
month_cp,2024-05|22:00,31,0.7389258474306013,0.6417106549364613,-0.09721519249413985,35.483870967741936,48.38709677419355,12.903225806451612,54.83870967741935,45.16129032258065,16.129032258064516,29.032258064516128,0.26835481757393975,0.38736070381231663,EXPERIMENT_ONLY
month_cp,2024-05|23:00,31,0.8121365788991732,0.6417106549364613,-0.17042592396271175,29.032258064516128,48.38709677419355,19.35483870967742,67.74193548387096,32.25806451612903,12.903225806451612,32.25806451612903,0.45306388722821683,0.38736070381231663,EXPERIMENT_ONLY
month_cp,2024-06|20:00,30,0.7464920824218388,0.6584175084175085,-0.08807457400433052,36.666666666666664,50.0,13.333333333333334,50.0,50.0,13.333333333333334,26.666666666666668,0.1854826900247192,0.196023569023569,EXPERIMENT_ONLY
month_cp,2024-06|21:00,30,0.7351349937064164,0.6584175084175085,-0.07671748528890804,36.666666666666664,50.0,13.333333333333334,50.0,50.0,13.333333333333334,26.666666666666668,0.2712848859718926,0.196023569023569,EXPERIMENT_ONLY
month_cp,2024-06|22:00,30,0.6550563267588179,0.6584175084175085,0.0033611816586905856,36.666666666666664,50.0,13.333333333333334,53.333333333333336,46.666666666666664,20.0,33.333333333333336,-0.030761722446383408,0.196023569023569,EXPERIMENT_ONLY
month_cp,2024-06|23:00,30,0.6734711321668837,0.6584175084175085,-0.015053623749375392,46.666666666666664,50.0,3.3333333333333335,46.666666666666664,53.333333333333336,26.666666666666668,30.0,0.15392073063022285,0.196023569023569,EXPERIMENT_ONLY
month_cp,2024-07|20:00,31,0.8613733952443289,0.5874763766699251,-0.27389701857440374,32.25806451612903,41.935483870967744,9.67741935483871,70.96774193548387,29.032258064516128,16.129032258064516,25.806451612903224,-0.0970622126922018,0.17210654936461414,EXPERIMENT_ONLY
month_cp,2024-07|21:00,31,0.7490000499622927,0.5874763766699251,-0.16152367329236753,38.70967741935484,41.935483870967744,3.225806451612903,64.51612903225806,35.483870967741936,16.129032258064516,19.35483870967742,0.028522814267858902,0.17210654936461414,EXPERIMENT_ONLY
month_cp,2024-07|22:00,31,0.710894357232404,0.5874763766699251,-0.12341798056247894,41.935483870967744,41.935483870967744,0.0,51.61290322580645,48.38709677419355,19.35483870967742,19.35483870967742,-0.15425253161134908,0.17210654936461414,EXPERIMENT_ONLY
month_cp,2024-07|23:00,31,0.644106623369993,0.5874763766699251,-0.05663024670006787,41.935483870967744,41.935483870967744,0.0,51.61290322580645,48.38709677419355,22.580645161290324,22.580645161290324,0.030315964479343115,0.17210654936461414,EXPERIMENT_ONLY
month_cp,2024-08|20:00,31,0.8184584376385844,0.5563848159009448,-0.2620736217376396,35.483870967741936,54.83870967741935,19.35483870967742,67.74193548387096,32.25806451612903,12.903225806451612,32.25806451612903,-0.10332070433979379,-0.2267041381557514,EXPERIMENT_ONLY
month_cp,2024-08|21:00,31,0.7380192001990412,0.5563848159009448,-0.1816343842980963,41.935483870967744,54.83870967741935,12.903225806451612,61.29032258064516,38.70967741935484,19.35483870967742,32.25806451612903,0.045413043637123375,-0.2267041381557514,EXPERIMENT_ONLY
month_cp,2024-08|22:00,31,0.7221714081354768,0.5563848159009448,-0.16578659223453182,48.38709677419355,54.83870967741935,6.451612903225806,45.16129032258065,54.83870967741935,16.129032258064516,22.580645161290324,-0.19604913110245073,-0.2267041381557514,EXPERIMENT_ONLY
month_cp,2024-08|23:00,31,0.6933501182157661,0.5563848159009448,-0.13696530231482126,41.935483870967744,54.83870967741935,12.903225806451612,48.38709677419355,51.61290322580645,19.35483870967742,32.25806451612903,-0.011526907749534361,-0.2267041381557514,EXPERIMENT_ONLY
month_cp,2024-09|20:00,30,0.9549224030929582,0.5259999999999999,-0.4289224030929583,33.333333333333336,56.666666666666664,23.333333333333332,73.33333333333333,26.666666666666668,3.3333333333333335,26.666666666666668,-0.22042872102725278,0.1279999999999997,EXPERIMENT_ONLY
month_cp,2024-09|21:00,30,0.8730941230368514,0.5259999999999999,-0.34709412303685155,36.666666666666664,56.666666666666664,20.0,60.0,40.0,6.666666666666667,26.666666666666668,-0.05004547678968591,0.1279999999999997,EXPERIMENT_ONLY
month_cp,2024-09|22:00,30,0.8398308093217762,0.5259999999999999,-0.31383080932177626,33.333333333333336,56.666666666666664,23.333333333333332,70.0,30.0,6.666666666666667,30.0,-0.15701913113993465,0.1279999999999997,EXPERIMENT_ONLY
month_cp,2024-09|23:00,30,0.8192539073352598,0.5259999999999999,-0.2932539073352599,40.0,56.666666666666664,16.666666666666668,63.333333333333336,36.666666666666664,13.333333333333334,30.0,-0.0026868856000099584,0.1279999999999997,EXPERIMENT_ONLY
month_cp,2024-10|20:00,31,0.9480963429925507,0.6358064516129036,-0.31228989137964724,32.25806451612903,54.83870967741935,22.580645161290324,70.96774193548387,29.032258064516128,9.67741935483871,32.25806451612903,0.2965590403477956,0.1041935483870965,EXPERIMENT_ONLY
month_cp,2024-10|21:00,31,0.9560708189932922,0.6358064516129036,-0.3202643673803886,19.35483870967742,54.83870967741935,35.483870967741936,70.96774193548387,29.032258064516128,3.225806451612903,38.70967741935484,0.4125471263093578,0.1041935483870965,EXPERIMENT_ONLY
month_cp,2024-10|22:00,31,0.863582910722471,0.6358064516129036,-0.22777645910956737,32.25806451612903,54.83870967741935,22.580645161290324,70.96774193548387,29.032258064516128,16.129032258064516,38.70967741935484,0.1847246085739246,0.1041935483870965,EXPERIMENT_ONLY
month_cp,2024-10|23:00,31,0.8348193468410178,0.6358064516129036,-0.19901289522811424,32.25806451612903,54.83870967741935,22.580645161290324,58.064516129032256,41.935483870967744,12.903225806451612,35.483870967741936,0.22233334522263584,0.1041935483870965,EXPERIMENT_ONLY
month_cp,2024-11|20:00,30,0.7658458943594088,0.5099999999999999,-0.25584589435940885,43.333333333333336,63.333333333333336,20.0,60.0,40.0,20.0,40.0,0.057110318100748,0.03600000000000018,EXPERIMENT_ONLY
month_cp,2024-11|21:00,30,0.8274781574412419,0.5099999999999999,-0.317478157441242,33.333333333333336,63.333333333333336,30.0,63.333333333333336,36.666666666666664,16.666666666666668,46.666666666666664,0.26852790179432146,0.03600000000000018,EXPERIMENT_ONLY
month_cp,2024-11|22:00,30,0.8162848062757923,0.5099999999999999,-0.30628480627579235,40.0,63.333333333333336,23.333333333333332,63.333333333333336,36.666666666666664,16.666666666666668,40.0,0.01440537541448291,0.03600000000000018,EXPERIMENT_ONLY
month_cp,2024-11|23:00,30,0.788691672861179,0.5099999999999999,-0.27869167286117924,40.0,63.333333333333336,23.333333333333332,56.666666666666664,43.333333333333336,13.333333333333334,36.666666666666664,0.1534409193561483,0.03600000000000018,EXPERIMENT_ONLY
month_cp,2024-12|20:00,31,0.8425753562147965,1.0299999999999998,0.18742464378520343,35.483870967741936,22.580645161290324,-12.903225806451612,45.16129032258065,54.83870967741935,29.032258064516128,16.129032258064516,0.02913222512060726,-0.2970967741935483,EXPERIMENT_ONLY
month_cp,2024-12|21:00,31,0.7262724281580097,1.0299999999999998,0.3037275718419901,41.935483870967744,22.580645161290324,-19.35483870967742,35.483870967741936,64.51612903225806,32.25806451612903,12.903225806451612,0.25955763472807514,-0.2970967741935483,EXPERIMENT_ONLY
month_cp,2024-12|22:00,31,0.6701701458961085,1.0299999999999998,0.3598298541038914,45.16129032258065,22.580645161290324,-22.580645161290324,25.806451612903224,74.19354838709677,32.25806451612903,9.67741935483871,0.06181171605029701,-0.2970967741935483,EXPERIMENT_ONLY
month_cp,2024-12|23:00,31,0.7234818492966122,1.0299999999999998,0.30651815070338767,35.483870967741936,22.580645161290324,-12.903225806451612,35.483870967741936,64.51612903225806,25.806451612903224,12.903225806451612,0.22462305008602954,-0.2970967741935483,EXPERIMENT_ONLY
month_cp,2025-01|20:00,31,0.9191732094611073,1.102258064516129,0.18308485505502212,41.935483870967744,25.806451612903224,-16.129032258064516,51.61290322580645,48.38709677419355,29.032258064516128,12.903225806451612,0.290439448866566,0.5422580645161295,EXPERIMENT_ONLY
month_cp,2025-01|21:00,31,0.904067934336899,1.102258064516129,0.1981901301792304,45.16129032258065,25.806451612903224,-19.35483870967742,41.935483870967744,58.064516129032256,25.806451612903224,6.451612903225806,0.4001626817777521,0.5422580645161295,EXPERIMENT_ONLY
month_cp,2025-01|22:00,31,0.861491379147554,1.102258064516129,0.24076668536857537,48.38709677419355,25.806451612903224,-22.580645161290324,35.483870967741936,64.51612903225806,29.032258064516128,6.451612903225806,0.1584750735407172,0.5422580645161295,EXPERIMENT_ONLY
month_cp,2025-01|23:00,31,0.8048680880066434,1.102258064516129,0.29738997650948584,48.38709677419355,25.806451612903224,-22.580645161290324,29.032258064516128,70.96774193548387,32.25806451612903,9.67741935483871,0.2336366739649993,0.5422580645161295,EXPERIMENT_ONLY
month_cp,2025-02|20:00,28,0.9727874804283035,1.2554761904761909,0.2826887100478873,35.714285714285715,21.428571428571427,-14.285714285714286,32.142857142857146,67.85714285714286,28.571428571428573,14.285714285714286,0.2073374444417506,0.19500000000000003,EXPERIMENT_ONLY
month_cp,2025-02|21:00,28,1.0024928143284246,1.2554761904761909,0.25298337614776617,35.714285714285715,21.428571428571427,-14.285714285714286,25.0,75.0,21.428571428571427,7.142857142857143,0.5499565407629678,0.19500000000000003,EXPERIMENT_ONLY
month_cp,2025-02|22:00,28,0.9944267870346792,1.2554761904761909,0.26104940344151156,32.142857142857146,21.428571428571427,-10.714285714285714,25.0,75.0,21.428571428571427,10.714285714285714,0.41645358198240967,0.19500000000000003,EXPERIMENT_ONLY
month_cp,2025-02|23:00,28,1.0680955010395918,1.2554761904761909,0.18738068943659897,46.42857142857143,21.428571428571427,-25.0,28.571428571428573,71.42857142857143,32.142857142857146,7.142857142857143,0.6399457775102044,0.19500000000000003,EXPERIMENT_ONLY
month_cp,2025-03|20:00,31,0.8896854188444157,1.22579559031172,0.33611017146730404,41.935483870967744,19.35483870967742,-22.580645161290324,29.032258064516128,70.96774193548387,29.032258064516128,6.451612903225806,-0.03573609231595066,-0.29633974150103193,EXPERIMENT_ONLY
month_cp,2025-03|21:00,31,0.8043251564018749,1.22579559031172,0.4214704339098448,48.38709677419355,19.35483870967742,-29.032258064516128,29.032258064516128,70.96774193548387,32.25806451612903,3.225806451612903,0.07573300760415885,-0.29633974150103193,EXPERIMENT_ONLY
month_cp,2025-03|22:00,31,0.9162044207868041,1.22579559031172,0.30959116952491567,35.483870967741936,19.35483870967742,-16.129032258064516,29.032258064516128,70.96774193548387,22.580645161290324,6.451612903225806,-0.08333468157589702,-0.29633974150103193,EXPERIMENT_ONLY
month_cp,2025-03|23:00,31,0.8767066817293003,1.22579559031172,0.34908890858241937,38.70967741935484,19.35483870967742,-19.35483870967742,29.032258064516128,70.96774193548387,29.032258064516128,9.67741935483871,-0.03716563723970325,-0.29633974150103193,EXPERIMENT_ONLY
month_cp,2025-04|20:00,30,0.7908849061696388,0.8508557800224466,0.05997087385280781,43.333333333333336,30.0,-13.333333333333334,43.333333333333336,56.666666666666664,26.666666666666668,13.333333333333334,-0.08287959252469417,0.1324831649831653,EXPERIMENT_ONLY
month_cp,2025-04|21:00,30,0.7667524202623528,0.8508557800224466,0.08410335976009359,53.333333333333336,30.0,-23.333333333333332,33.333333333333336,66.66666666666667,30.0,6.666666666666667,0.07628386584991885,0.1324831649831653,EXPERIMENT_ONLY
month_cp,2025-04|22:00,30,0.8237726734208697,0.8508557800224466,0.027083106601576763,36.666666666666664,30.0,-6.666666666666667,40.0,60.0,16.666666666666668,10.0,-0.032468475356503095,0.1324831649831653,EXPERIMENT_ONLY
month_cp,2025-04|23:00,30,0.8330783832819837,0.8508557800224466,0.01777739674046295,46.666666666666664,30.0,-16.666666666666668,50.0,50.0,26.666666666666668,10.0,0.11701724983418339,0.1324831649831653,EXPERIMENT_ONLY
month_cp,2025-05|20:00,31,0.590291536983321,0.6392445965026609,0.04895305951933993,45.16129032258065,51.61290322580645,6.451612903225806,51.61290322580645,48.38709677419355,22.580645161290324,29.032258064516128,-0.028189150175219283,0.09796622135331785,EXPERIMENT_ONLY
month_cp,2025-05|21:00,31,0.5289937846749667,0.6392445965026609,0.11025081182769426,54.83870967741935,51.61290322580645,-3.225806451612903,48.38709677419355,51.61290322580645,22.580645161290324,19.35483870967742,0.07410275349179886,0.09796622135331785,EXPERIMENT_ONLY
