date_local,cp,stage,outer_test_year,evaluation_year,actual,augmented_prediction,augmented_absolute_error,actual_bracket,augmented_pred_bracket,augmented_exact_bracket,calendar_year,month,binary_macro_regime_label,calibrated_prediction,calibrated_absolute_error,calibrated_pred_bracket,calibrated_exact_bracket,mae_delta_calibrated_minus_augmented,prediction_delta_calibrated_minus_augmented,exact_delta_calibrated_minus_augmented,calibrated_wins_mae,augmented_wins_mae,bracket_lost_by_calibration,bracket_gained_by_calibration,calibrated_signed_error,augmented_signed_error,production_status
2024-05-12,20:00,test,2024,2024,13,14.12808023767865,1.1280802376786507,13,14,false,2024,2024-05,macro_non_southerly,14.753838383838382,1.7538383838383815,15,false,0.6257581461597308,0.6257581461597308,0,false,true,false,false,1.7538383838383815,1.1280802376786507,EXPERIMENT_ONLY
2024-05-12,21:00,test,2024,2024,13,14.362599146595379,1.3625991465953788,13,14,false,2024,2024-05,macro_non_southerly,14.753838383838382,1.7538383838383815,15,false,0.3912392372430027,0.3912392372430027,0,false,true,false,false,1.7538383838383815,1.3625991465953788,EXPERIMENT_ONLY
2024-05-12,22:00,test,2024,2024,13,14.028599052058023,1.0285990520580235,13,14,false,2024,2024-05,macro_non_southerly,14.753838383838382,1.7538383838383815,15,false,0.725239331780358,0.725239331780358,0,false,true,false,false,1.7538383838383815,1.0285990520580235,EXPERIMENT_ONLY
2024-05-12,23:00,test,2024,2024,13,14.205217432114505,1.2052174321145053,13,14,false,2024,2024-05,macro_non_southerly,14.753838383838382,1.7538383838383815,15,false,0.5486209517238763,0.5486209517238763,0,false,true,false,false,1.7538383838383815,1.2052174321145053,EXPERIMENT_ONLY
2024-05-13,20:00,test,2024,2024,13,14.059645845884635,1.059645845884635,13,14,false,2024,2024-05,macro_non_southerly,14.364696969696972,1.364696969696972,14,false,0.305051123812337,0.305051123812337,0,false,true,false,false,1.364696969696972,1.059645845884635,EXPERIMENT_ONLY
2024-05-13,21:00,test,2024,2024,13,14.253304112531904,1.2533041125319038,13,14,false,2024,2024-05,macro_non_southerly,14.364696969696972,1.364696969696972,14,false,0.1113928571650682,0.1113928571650682,0,false,true,false,false,1.364696969696972,1.2533041125319038,EXPERIMENT_ONLY
2024-05-13,22:00,test,2024,2024,13,14.141537151126576,1.1415371511265757,13,14,false,2024,2024-05,macro_non_southerly,14.364696969696972,1.364696969696972,14,false,0.22315981857039624,0.22315981857039624,0,false,true,false,false,1.364696969696972,1.1415371511265757,EXPERIMENT_ONLY
2024-05-13,23:00,test,2024,2024,13,14.417284120920296,1.4172841209202964,13,14,false,2024,2024-05,macro_non_southerly,14.364696969696972,1.364696969696972,14,false,-0.05258715122332447,-0.05258715122332447,0,true,false,false,false,1.364696969696972,1.4172841209202964,EXPERIMENT_ONLY
2024-05-14,20:00,test,2024,2024,15,14.047823773336145,0.9521762266638554,15,14,false,2024,2024-05,macro_non_southerly,14.523030303030303,0.4769696969696966,15,true,-0.4752065296941588,0.4752065296941588,1,true,false,false,true,-0.4769696969696966,-0.9521762266638554,EXPERIMENT_ONLY
2024-05-14,21:00,test,2024,2024,15,14.757193687319425,0.24280631268057462,15,15,true,2024,2024-05,macro_non_southerly,14.523030303030303,0.4769696969696966,15,true,0.23416338428912198,-0.23416338428912198,0,false,true,false,false,-0.4769696969696966,-0.24280631268057462,EXPERIMENT_ONLY
2024-05-14,22:00,test,2024,2024,15,15.463471525250817,0.46347152525081725,15,15,true,2024,2024-05,macro_non_southerly,14.523030303030303,0.4769696969696966,15,true,0.013498171718879348,-0.9404412222205139,0,false,true,false,false,-0.4769696969696966,0.46347152525081725,EXPERIMENT_ONLY
2024-05-14,23:00,test,2024,2024,15,15.600144825371558,0.600144825371558,15,16,false,2024,2024-05,macro_non_southerly,14.523030303030303,0.4769696969696966,15,true,-0.1231751284018614,-1.0771145223412546,1,true,false,false,true,-0.4769696969696966,0.600144825371558,EXPERIMENT_ONLY
2024-05-15,20:00,test,2024,2024,15,15.88160842177142,0.8816084217714195,15,16,false,2024,2024-05,macro_non_southerly,14.988131313131314,0.01186868686868614,15,true,-0.8697397349027334,-0.8934771086401057,1,true,false,false,true,-0.01186868686868614,0.8816084217714195,EXPERIMENT_ONLY
