probe_id,station,source_id,endpoint,endpoint_url,model,variable_group,date_local,calendar_year,month,cp,cp_utc,target_valid_time_utc,selected_run_time_utc,selected_available_time_utc,selected_lead_h,causal_class,request_params_json,request_url,request_url_sha256,request_params_sha256,production_status,success,status_code,n_hourly_times,response_sha256,error
om_probe_00011,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2022-07-15,2022,2022-07,22:00,2022-07-15T10:00:00+00:00,2022-07-15T11:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2022-07-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2022-07-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2022-07-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2022-07-15&timezone=auto,720dbe84a5c25bea2f4434ba111e2561f1698cbd50d76ce3f34aba4f4a389b20,b6a08cbb9cc6d7270a839c03f0662013e7fb1e6e98f63780927a37f7180f09fd,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00012,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2022-07-15,2022,2022-07,23:00,2022-07-15T11:00:00+00:00,2022-07-15T11:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2022-07-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2022-07-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2022-07-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2022-07-15&timezone=auto,720dbe84a5c25bea2f4434ba111e2561f1698cbd50d76ce3f34aba4f4a389b20,b6a08cbb9cc6d7270a839c03f0662013e7fb1e6e98f63780927a37f7180f09fd,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00013,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2022-10-15,2022,2022-10,20:00,2022-10-15T07:00:00+00:00,2022-10-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2022-10-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2022-10-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2022-10-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2022-10-15&timezone=auto,0f8fb62797a453b1bd6926289b211c48c0bb702c1acdeab7c79d3ca2ed8914e2,8437973d11edc6e06d9be147a574f4c54af23a74d2ae4fb567a87ad2976b380d,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00014,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2022-10-15,2022,2022-10,21:00,2022-10-15T08:00:00+00:00,2022-10-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2022-10-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2022-10-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2022-10-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2022-10-15&timezone=auto,0f8fb62797a453b1bd6926289b211c48c0bb702c1acdeab7c79d3ca2ed8914e2,8437973d11edc6e06d9be147a574f4c54af23a74d2ae4fb567a87ad2976b380d,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00015,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2022-10-15,2022,2022-10,22:00,2022-10-15T09:00:00+00:00,2022-10-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2022-10-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2022-10-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2022-10-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2022-10-15&timezone=auto,0f8fb62797a453b1bd6926289b211c48c0bb702c1acdeab7c79d3ca2ed8914e2,8437973d11edc6e06d9be147a574f4c54af23a74d2ae4fb567a87ad2976b380d,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00016,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2022-10-15,2022,2022-10,23:00,2022-10-15T10:00:00+00:00,2022-10-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2022-10-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2022-10-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2022-10-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2022-10-15&timezone=auto,0f8fb62797a453b1bd6926289b211c48c0bb702c1acdeab7c79d3ca2ed8914e2,8437973d11edc6e06d9be147a574f4c54af23a74d2ae4fb567a87ad2976b380d,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00017,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2023-01-15,2023,2023-01,20:00,2023-01-15T07:00:00+00:00,2023-01-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2023-01-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2023-01-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2023-01-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2023-01-15&timezone=auto,72b28581621461e4ce0f06435ed1452fa57698c0d832fc2fbd9a5ff5ddfa92af,5fd35365a10f6ec4758d0d52e721bd3b4fe46c5039f7412f45de0e2a0bb4845c,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00018,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2023-01-15,2023,2023-01,21:00,2023-01-15T08:00:00+00:00,2023-01-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2023-01-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2023-01-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2023-01-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2023-01-15&timezone=auto,72b28581621461e4ce0f06435ed1452fa57698c0d832fc2fbd9a5ff5ddfa92af,5fd35365a10f6ec4758d0d52e721bd3b4fe46c5039f7412f45de0e2a0bb4845c,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00019,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2023-01-15,2023,2023-01,22:00,2023-01-15T09:00:00+00:00,2023-01-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2023-01-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2023-01-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2023-01-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2023-01-15&timezone=auto,72b28581621461e4ce0f06435ed1452fa57698c0d832fc2fbd9a5ff5ddfa92af,5fd35365a10f6ec4758d0d52e721bd3b4fe46c5039f7412f45de0e2a0bb4845c,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
om_probe_00020,NZWN,historical_forecast_best_match,historical_forecast,https://historical-forecast-api.open-meteo.com/v1/forecast,best_match,initial_physical_tmax_set,2023-01-15,2023,2023-01,23:00,2023-01-15T10:00:00+00:00,2023-01-15T10:00:00+00:00,,,,seamless_historical_forecast,"{""end_date"": ""2023-01-15"", ""hourly"": ""temperature_2m,dew_point_2m,relative_humidity_2m,surface_pressure,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m"", ""latitude"": -41.3272, ""longitude"": 174.8053, ""start_date"": ""2023-01-15"", ""timezone"": ""auto""}",https://historical-forecast-api.open-meteo.com/v1/forecast?end_date=2023-01-15&hourly=temperature_2m%2Cdew_point_2m%2Crelative_humidity_2m%2Csurface_pressure%2Cpressure_msl%2Ccloud_cover%2Ccloud_cover_low%2Ccloud_cover_mid%2Ccloud_cover_high%2Cwind_speed_10m%2Cwind_direction_10m%2Cwind_gusts_10m&latitude=-41.3272&longitude=174.8053&start_date=2023-01-15&timezone=auto,72b28581621461e4ce0f06435ed1452fa57698c0d832fc2fbd9a5ff5ddfa92af,5fd35365a10f6ec4758d0d52e721bd3b4fe46c5039f7412f45de0e2a0bb4845c,EXPERIMENT_ONLY,false,,0,,plan_only_not_requested
