probe_id,source_id,endpoint,model,date_local,cp,cp_utc,target_valid_time_utc,selected_run_time_utc,selected_available_time_utc,selected_lead_h,causal_class,success,error,production_status
om_probe_00112,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2024-10-15,23:00,2024-10-15T10:00:00+00:00,2024-10-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00113,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-01-15,20:00,2025-01-15T07:00:00+00:00,2025-01-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00114,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-01-15,21:00,2025-01-15T08:00:00+00:00,2025-01-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00115,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-01-15,22:00,2025-01-15T09:00:00+00:00,2025-01-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00116,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-01-15,23:00,2025-01-15T10:00:00+00:00,2025-01-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00117,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-04-15,20:00,2025-04-15T08:00:00+00:00,2025-04-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00118,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-04-15,21:00,2025-04-15T09:00:00+00:00,2025-04-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00119,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-04-15,22:00,2025-04-15T10:00:00+00:00,2025-04-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00120,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-04-15,23:00,2025-04-15T11:00:00+00:00,2025-04-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00121,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-07-15,20:00,2025-07-15T08:00:00+00:00,2025-07-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00122,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-07-15,21:00,2025-07-15T09:00:00+00:00,2025-07-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00123,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-07-15,22:00,2025-07-15T10:00:00+00:00,2025-07-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00124,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-07-15,23:00,2025-07-15T11:00:00+00:00,2025-07-15T11:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00125,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-10-15,20:00,2025-10-15T07:00:00+00:00,2025-10-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00126,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-10-15,21:00,2025-10-15T08:00:00+00:00,2025-10-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00127,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-10-15,22:00,2025-10-15T09:00:00+00:00,2025-10-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00128,previous_runs_gfs_temperature,previous_runs,gfs_seamless,2025-10-15,23:00,2025-10-15T10:00:00+00:00,2025-10-15T10:00:00+00:00,,,,fixed_lead_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00129,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-04-15,20:00,2024-04-15T08:00:00+00:00,2024-04-15T11:00:00+00:00,2024-04-15T00:00:00+00:00,2024-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00130,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-04-15,21:00,2024-04-15T09:00:00+00:00,2024-04-15T11:00:00+00:00,2024-04-15T00:00:00+00:00,2024-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00131,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-04-15,22:00,2024-04-15T10:00:00+00:00,2024-04-15T11:00:00+00:00,2024-04-15T00:00:00+00:00,2024-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00132,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-04-15,23:00,2024-04-15T11:00:00+00:00,2024-04-15T11:00:00+00:00,2024-04-15T00:00:00+00:00,2024-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00133,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-07-15,20:00,2024-07-15T08:00:00+00:00,2024-07-15T11:00:00+00:00,2024-07-15T00:00:00+00:00,2024-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00134,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-07-15,21:00,2024-07-15T09:00:00+00:00,2024-07-15T11:00:00+00:00,2024-07-15T00:00:00+00:00,2024-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00135,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-07-15,22:00,2024-07-15T10:00:00+00:00,2024-07-15T11:00:00+00:00,2024-07-15T00:00:00+00:00,2024-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00136,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-07-15,23:00,2024-07-15T11:00:00+00:00,2024-07-15T11:00:00+00:00,2024-07-15T00:00:00+00:00,2024-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00137,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-10-15,20:00,2024-10-15T07:00:00+00:00,2024-10-15T10:00:00+00:00,2024-10-15T00:00:00+00:00,2024-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00138,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-10-15,21:00,2024-10-15T08:00:00+00:00,2024-10-15T10:00:00+00:00,2024-10-15T00:00:00+00:00,2024-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00139,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-10-15,22:00,2024-10-15T09:00:00+00:00,2024-10-15T10:00:00+00:00,2024-10-15T00:00:00+00:00,2024-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00140,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2024-10-15,23:00,2024-10-15T10:00:00+00:00,2024-10-15T10:00:00+00:00,2024-10-15T00:00:00+00:00,2024-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00141,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-01-15,20:00,2025-01-15T07:00:00+00:00,2025-01-15T10:00:00+00:00,2025-01-15T00:00:00+00:00,2025-01-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00142,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-01-15,21:00,2025-01-15T08:00:00+00:00,2025-01-15T10:00:00+00:00,2025-01-15T00:00:00+00:00,2025-01-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00143,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-01-15,22:00,2025-01-15T09:00:00+00:00,2025-01-15T10:00:00+00:00,2025-01-15T00:00:00+00:00,2025-01-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00144,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-01-15,23:00,2025-01-15T10:00:00+00:00,2025-01-15T10:00:00+00:00,2025-01-15T00:00:00+00:00,2025-01-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00145,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-04-15,20:00,2025-04-15T08:00:00+00:00,2025-04-15T11:00:00+00:00,2025-04-15T00:00:00+00:00,2025-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00146,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-04-15,21:00,2025-04-15T09:00:00+00:00,2025-04-15T11:00:00+00:00,2025-04-15T00:00:00+00:00,2025-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00147,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-04-15,22:00,2025-04-15T10:00:00+00:00,2025-04-15T11:00:00+00:00,2025-04-15T00:00:00+00:00,2025-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00148,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-04-15,23:00,2025-04-15T11:00:00+00:00,2025-04-15T11:00:00+00:00,2025-04-15T00:00:00+00:00,2025-04-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00149,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-07-15,20:00,2025-07-15T08:00:00+00:00,2025-07-15T11:00:00+00:00,2025-07-15T00:00:00+00:00,2025-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00150,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-07-15,21:00,2025-07-15T09:00:00+00:00,2025-07-15T11:00:00+00:00,2025-07-15T00:00:00+00:00,2025-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00151,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-07-15,22:00,2025-07-15T10:00:00+00:00,2025-07-15T11:00:00+00:00,2025-07-15T00:00:00+00:00,2025-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00152,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-07-15,23:00,2025-07-15T11:00:00+00:00,2025-07-15T11:00:00+00:00,2025-07-15T00:00:00+00:00,2025-07-15T06:10:00+00:00,11,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00153,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-10-15,20:00,2025-10-15T07:00:00+00:00,2025-10-15T10:00:00+00:00,2025-10-15T00:00:00+00:00,2025-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00154,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-10-15,21:00,2025-10-15T08:00:00+00:00,2025-10-15T10:00:00+00:00,2025-10-15T00:00:00+00:00,2025-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00155,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-10-15,22:00,2025-10-15T09:00:00+00:00,2025-10-15T10:00:00+00:00,2025-10-15T00:00:00+00:00,2025-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00156,single_runs_ecmwf_ifs_hres,single_runs,ecmwf_ifs025,2025-10-15,23:00,2025-10-15T10:00:00+00:00,2025-10-15T10:00:00+00:00,2025-10-15T00:00:00+00:00,2025-10-15T06:10:00+00:00,10,forecast_snapshot,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00157,historical_weather_era5,historical_weather,era5,2022-01-15,20:00,2022-01-15T07:00:00+00:00,2022-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00158,historical_weather_era5,historical_weather,era5,2022-01-15,21:00,2022-01-15T08:00:00+00:00,2022-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00159,historical_weather_era5,historical_weather,era5,2022-01-15,22:00,2022-01-15T09:00:00+00:00,2022-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00160,historical_weather_era5,historical_weather,era5,2022-01-15,23:00,2022-01-15T10:00:00+00:00,2022-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00161,historical_weather_era5,historical_weather,era5,2022-04-15,20:00,2022-04-15T08:00:00+00:00,2022-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00162,historical_weather_era5,historical_weather,era5,2022-04-15,21:00,2022-04-15T09:00:00+00:00,2022-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00163,historical_weather_era5,historical_weather,era5,2022-04-15,22:00,2022-04-15T10:00:00+00:00,2022-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00164,historical_weather_era5,historical_weather,era5,2022-04-15,23:00,2022-04-15T11:00:00+00:00,2022-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00165,historical_weather_era5,historical_weather,era5,2022-07-15,20:00,2022-07-15T08:00:00+00:00,2022-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00166,historical_weather_era5,historical_weather,era5,2022-07-15,21:00,2022-07-15T09:00:00+00:00,2022-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00167,historical_weather_era5,historical_weather,era5,2022-07-15,22:00,2022-07-15T10:00:00+00:00,2022-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00168,historical_weather_era5,historical_weather,era5,2022-07-15,23:00,2022-07-15T11:00:00+00:00,2022-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00169,historical_weather_era5,historical_weather,era5,2022-10-15,20:00,2022-10-15T07:00:00+00:00,2022-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00170,historical_weather_era5,historical_weather,era5,2022-10-15,21:00,2022-10-15T08:00:00+00:00,2022-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00171,historical_weather_era5,historical_weather,era5,2022-10-15,22:00,2022-10-15T09:00:00+00:00,2022-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00172,historical_weather_era5,historical_weather,era5,2022-10-15,23:00,2022-10-15T10:00:00+00:00,2022-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00173,historical_weather_era5,historical_weather,era5,2023-01-15,20:00,2023-01-15T07:00:00+00:00,2023-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00174,historical_weather_era5,historical_weather,era5,2023-01-15,21:00,2023-01-15T08:00:00+00:00,2023-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00175,historical_weather_era5,historical_weather,era5,2023-01-15,22:00,2023-01-15T09:00:00+00:00,2023-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00176,historical_weather_era5,historical_weather,era5,2023-01-15,23:00,2023-01-15T10:00:00+00:00,2023-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00177,historical_weather_era5,historical_weather,era5,2023-04-15,20:00,2023-04-15T08:00:00+00:00,2023-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00178,historical_weather_era5,historical_weather,era5,2023-04-15,21:00,2023-04-15T09:00:00+00:00,2023-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00179,historical_weather_era5,historical_weather,era5,2023-04-15,22:00,2023-04-15T10:00:00+00:00,2023-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00180,historical_weather_era5,historical_weather,era5,2023-04-15,23:00,2023-04-15T11:00:00+00:00,2023-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00181,historical_weather_era5,historical_weather,era5,2023-07-15,20:00,2023-07-15T08:00:00+00:00,2023-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00182,historical_weather_era5,historical_weather,era5,2023-07-15,21:00,2023-07-15T09:00:00+00:00,2023-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00183,historical_weather_era5,historical_weather,era5,2023-07-15,22:00,2023-07-15T10:00:00+00:00,2023-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00184,historical_weather_era5,historical_weather,era5,2023-07-15,23:00,2023-07-15T11:00:00+00:00,2023-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00185,historical_weather_era5,historical_weather,era5,2023-10-15,20:00,2023-10-15T07:00:00+00:00,2023-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00186,historical_weather_era5,historical_weather,era5,2023-10-15,21:00,2023-10-15T08:00:00+00:00,2023-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00187,historical_weather_era5,historical_weather,era5,2023-10-15,22:00,2023-10-15T09:00:00+00:00,2023-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00188,historical_weather_era5,historical_weather,era5,2023-10-15,23:00,2023-10-15T10:00:00+00:00,2023-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00189,historical_weather_era5,historical_weather,era5,2024-01-15,20:00,2024-01-15T07:00:00+00:00,2024-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00190,historical_weather_era5,historical_weather,era5,2024-01-15,21:00,2024-01-15T08:00:00+00:00,2024-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00191,historical_weather_era5,historical_weather,era5,2024-01-15,22:00,2024-01-15T09:00:00+00:00,2024-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00192,historical_weather_era5,historical_weather,era5,2024-01-15,23:00,2024-01-15T10:00:00+00:00,2024-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00193,historical_weather_era5,historical_weather,era5,2024-04-15,20:00,2024-04-15T08:00:00+00:00,2024-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00194,historical_weather_era5,historical_weather,era5,2024-04-15,21:00,2024-04-15T09:00:00+00:00,2024-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00195,historical_weather_era5,historical_weather,era5,2024-04-15,22:00,2024-04-15T10:00:00+00:00,2024-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00196,historical_weather_era5,historical_weather,era5,2024-04-15,23:00,2024-04-15T11:00:00+00:00,2024-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00197,historical_weather_era5,historical_weather,era5,2024-07-15,20:00,2024-07-15T08:00:00+00:00,2024-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00198,historical_weather_era5,historical_weather,era5,2024-07-15,21:00,2024-07-15T09:00:00+00:00,2024-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00199,historical_weather_era5,historical_weather,era5,2024-07-15,22:00,2024-07-15T10:00:00+00:00,2024-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00200,historical_weather_era5,historical_weather,era5,2024-07-15,23:00,2024-07-15T11:00:00+00:00,2024-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00201,historical_weather_era5,historical_weather,era5,2024-10-15,20:00,2024-10-15T07:00:00+00:00,2024-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00202,historical_weather_era5,historical_weather,era5,2024-10-15,21:00,2024-10-15T08:00:00+00:00,2024-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00203,historical_weather_era5,historical_weather,era5,2024-10-15,22:00,2024-10-15T09:00:00+00:00,2024-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00204,historical_weather_era5,historical_weather,era5,2024-10-15,23:00,2024-10-15T10:00:00+00:00,2024-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00205,historical_weather_era5,historical_weather,era5,2025-01-15,20:00,2025-01-15T07:00:00+00:00,2025-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00206,historical_weather_era5,historical_weather,era5,2025-01-15,21:00,2025-01-15T08:00:00+00:00,2025-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00207,historical_weather_era5,historical_weather,era5,2025-01-15,22:00,2025-01-15T09:00:00+00:00,2025-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00208,historical_weather_era5,historical_weather,era5,2025-01-15,23:00,2025-01-15T10:00:00+00:00,2025-01-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00209,historical_weather_era5,historical_weather,era5,2025-04-15,20:00,2025-04-15T08:00:00+00:00,2025-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00210,historical_weather_era5,historical_weather,era5,2025-04-15,21:00,2025-04-15T09:00:00+00:00,2025-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00211,historical_weather_era5,historical_weather,era5,2025-04-15,22:00,2025-04-15T10:00:00+00:00,2025-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00212,historical_weather_era5,historical_weather,era5,2025-04-15,23:00,2025-04-15T11:00:00+00:00,2025-04-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00213,historical_weather_era5,historical_weather,era5,2025-07-15,20:00,2025-07-15T08:00:00+00:00,2025-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00214,historical_weather_era5,historical_weather,era5,2025-07-15,21:00,2025-07-15T09:00:00+00:00,2025-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00215,historical_weather_era5,historical_weather,era5,2025-07-15,22:00,2025-07-15T10:00:00+00:00,2025-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00216,historical_weather_era5,historical_weather,era5,2025-07-15,23:00,2025-07-15T11:00:00+00:00,2025-07-15T11:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00217,historical_weather_era5,historical_weather,era5,2025-10-15,20:00,2025-10-15T07:00:00+00:00,2025-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00218,historical_weather_era5,historical_weather,era5,2025-10-15,21:00,2025-10-15T08:00:00+00:00,2025-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00219,historical_weather_era5,historical_weather,era5,2025-10-15,22:00,2025-10-15T09:00:00+00:00,2025-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
om_probe_00220,historical_weather_era5,historical_weather,era5,2025-10-15,23:00,2025-10-15T10:00:00+00:00,2025-10-15T10:00:00+00:00,,,,reanalysis_not_forecast,false,plan_only_not_requested,EXPERIMENT_ONLY
