test_year,candidate_id,n_train,n_test,mae,exact_bracket_pct,production_status
2024,local_only_reference,365,366,1.1113864937705416,28.688524590163933,EXPERIMENT_ONLY
2024,open_meteo_augmented,365,366,0.9272635926771413,39.89071038251366,EXPERIMENT_ONLY
2025,local_only_reference,731,365,1.1135329936600247,27.123287671232877,EXPERIMENT_ONLY
2025,open_meteo_augmented,731,365,0.8348384351663551,36.71232876712329,EXPERIMENT_ONLY
