policy_id,n_days,n_cp_rows,mae,exact_bracket_pct,any_cp_exact_pct,cp23_exact_pct,production_status,slice_type,slice_name
always_recent,31,124,0.9906838709677421,29.032258064516128,29.032258064516128,29.032258064516128,EXPERIMENT_ONLY,month,2025-01
always_season,31,124,1.1022580645161295,25.806451612903224,25.806451612903224,25.806451612903224,EXPERIMENT_ONLY,month,2025-01
selected_policy,31,124,0.9906838709677421,29.032258064516128,29.032258064516128,29.032258064516128,EXPERIMENT_ONLY,month,2025-01
always_augmented,28,112,1.00945064570775,37.5,50.0,46.42857142857143,EXPERIMENT_ONLY,month,2025-02
always_recent,28,112,1.3700190476190477,21.428571428571427,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY,month,2025-02
always_season,28,112,1.2554761904761909,21.428571428571427,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY,month,2025-02
selected_policy,28,112,1.3700190476190477,21.428571428571427,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY,month,2025-02
always_augmented,31,124,0.8717304194405987,41.12903225806452,58.064516129032256,38.70967741935484,EXPERIMENT_ONLY,month,2025-03
always_recent,31,124,1.2518451612903234,22.580645161290324,22.580645161290324,22.580645161290324,EXPERIMENT_ONLY,month,2025-03
always_season,31,124,1.2257955903117195,19.35483870967742,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY,month,2025-03
selected_policy,31,124,1.2518451612903234,22.580645161290324,22.580645161290324,22.580645161290324,EXPERIMENT_ONLY,month,2025-03
always_augmented,30,120,0.8036220957837112,45.0,63.333333333333336,46.666666666666664,EXPERIMENT_ONLY,month,2025-04
always_recent,30,120,0.8991481481481471,26.666666666666668,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY,month,2025-04
always_season,30,120,0.8508557800224461,30.0,30.0,30.0,EXPERIMENT_ONLY,month,2025-04
selected_policy,30,120,0.8991481481481471,26.666666666666668,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY,month,2025-04
always_augmented,31,124,0.5524449358246594,56.45161290322581,80.64516129032258,58.064516129032256,EXPERIMENT_ONLY,month,2025-05
always_recent,31,124,0.7887455197132607,38.70967741935484,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY,month,2025-05
always_season,31,124,0.6392445965026604,51.61290322580645,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY,month,2025-05
selected_policy,31,124,0.7887455197132607,38.70967741935484,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY,month,2025-05
always_augmented,30,120,0.8911242795965272,30.833333333333332,56.666666666666664,33.333333333333336,EXPERIMENT_ONLY,month,2025-06
always_recent,30,120,0.560059259259259,53.333333333333336,53.333333333333336,53.333333333333336,EXPERIMENT_ONLY,month,2025-06
always_season,30,120,0.5651043771043764,53.333333333333336,53.333333333333336,53.333333333333336,EXPERIMENT_ONLY,month,2025-06
selected_policy,30,120,0.560059259259259,53.333333333333336,53.333333333333336,53.333333333333336,EXPERIMENT_ONLY,month,2025-06
always_augmented,31,124,0.6917212868320664,50.0,70.96774193548387,48.38709677419355,EXPERIMENT_ONLY,month,2025-07
always_recent,31,124,0.7414767025089604,32.25806451612903,32.25806451612903,32.25806451612903,EXPERIMENT_ONLY,month,2025-07
always_season,31,124,0.6566791571630273,51.61290322580645,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY,month,2025-07
selected_policy,31,124,0.7414767025089604,32.25806451612903,32.25806451612903,32.25806451612903,EXPERIMENT_ONLY,month,2025-07
always_augmented,31,124,0.8300091831833251,36.29032258064516,54.83870967741935,22.580645161290324,EXPERIMENT_ONLY,month,2025-08
always_recent,31,124,0.7024372759856622,45.16129032258065,45.16129032258065,45.16129032258065,EXPERIMENT_ONLY,month,2025-08
always_season,31,124,0.6826496144238073,48.38709677419355,48.38709677419355,48.38709677419355,EXPERIMENT_ONLY,month,2025-08
selected_policy,31,124,0.7024372759856622,45.16129032258065,45.16129032258065,45.16129032258065,EXPERIMENT_ONLY,month,2025-08
always_augmented,30,120,0.7901695273921798,35.833333333333336,56.666666666666664,40.0,EXPERIMENT_ONLY,month,2025-09
always_recent,30,120,0.7087333333333338,40.0,40.0,40.0,EXPERIMENT_ONLY,month,2025-09
always_season,30,120,0.5548582766439908,60.0,60.0,60.0,EXPERIMENT_ONLY,month,2025-09
selected_policy,30,120,0.7087333333333338,40.0,40.0,40.0,EXPERIMENT_ONLY,month,2025-09
always_augmented,31,124,0.7660541450853058,42.74193548387097,67.74193548387096,41.935483870967744,EXPERIMENT_ONLY,month,2025-10
always_recent,31,124,0.5135627240143363,54.83870967741935,54.83870967741935,54.83870967741935,EXPERIMENT_ONLY,month,2025-10
always_season,31,124,0.4725806451612905,58.064516129032256,58.064516129032256,58.064516129032256,EXPERIMENT_ONLY,month,2025-10
selected_policy,31,124,0.5135627240143363,54.83870967741935,54.83870967741935,54.83870967741935,EXPERIMENT_ONLY,month,2025-10
always_augmented,30,120,0.805102451598984,38.333333333333336,63.333333333333336,40.0,EXPERIMENT_ONLY,month,2025-11
always_recent,30,120,0.6804888888888885,46.666666666666664,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY,month,2025-11
always_season,30,120,0.6558956916099767,46.666666666666664,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY,month,2025-11
selected_policy,30,120,0.6804888888888885,46.666666666666664,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY,month,2025-11
always_augmented,31,124,0.8191138619062599,35.483870967741936,54.83870967741935,41.935483870967744,EXPERIMENT_ONLY,month,2025-12
always_recent,31,124,0.7404731182795695,51.61290322580645,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY,month,2025-12
always_season,31,124,0.7650537634408605,38.70967741935484,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY,month,2025-12
selected_policy,31,124,0.7404731182795695,51.61290322580645,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY,month,2025-12
always_augmented,12,12,1.88006029980573,16.666666666666668,16.666666666666668,,EXPERIMENT_ONLY,month_cp,2024-01|20:00
always_recent,12,12,1.3541666666666667,33.333333333333336,33.333333333333336,,EXPERIMENT_ONLY,month_cp,2024-01|20:00
always_season,12,12,1.7291666666666667,0.0,0.0,,EXPERIMENT_ONLY,month_cp,2024-01|20:00
selected_policy,12,12,1.7291666666666667,0.0,0.0,,EXPERIMENT_ONLY,month_cp,2024-01|20:00
always_augmented,12,12,1.7781785624781967,25.0,25.0,,EXPERIMENT_ONLY,month_cp,2024-01|21:00
always_recent,12,12,1.3541666666666667,33.333333333333336,33.333333333333336,,EXPERIMENT_ONLY,month_cp,2024-01|21:00
always_season,12,12,1.7291666666666667,0.0,0.0,,EXPERIMENT_ONLY,month_cp,2024-01|21:00
selected_policy,12,12,1.7291666666666667,0.0,0.0,,EXPERIMENT_ONLY,month_cp,2024-01|21:00
always_augmented,12,12,1.7695912440838966,33.333333333333336,33.333333333333336,,EXPERIMENT_ONLY,month_cp,2024-01|22:00
always_recent,12,12,1.3541666666666667,33.333333333333336,33.333333333333336,,EXPERIMENT_ONLY,month_cp,2024-01|22:00
always_season,12,12,1.7291666666666667,0.0,0.0,,EXPERIMENT_ONLY,month_cp,2024-01|22:00
selected_policy,12,12,1.7291666666666667,0.0,0.0,,EXPERIMENT_ONLY,month_cp,2024-01|22:00
always_augmented,12,12,1.742597621058272,25.0,25.0,25.0,EXPERIMENT_ONLY,month_cp,2024-01|23:00
