decision_status,decision_rationale,n_outer_folds,best_policy_id,best_policy_mae,selected_mae,augmented_mae,selected_mae_delta_vs_augmented,selected_exact_delta_vs_augmented_pct,selected_cp23_exact_delta_vs_augmented_pct,max_regime_mae_delta_selected_vs_augmented,production_status
PROMOTE_EXPANDED_OPEN_METEO_TO_NEXT_EXPERIMENT_ONLY_ITERATION,Selected expanded calibrated policy improves MAE versus augmented without material bracket or binary-regime degradation.,2,always_season,0.7615943037923374,0.7834939053455907,0.8239070054268857,-0.04041310008129495,1.2991573033707908,0.0,-0.03837086348442287,EXPERIMENT_ONLY
