policy_id,n_days,n_cp_rows,mae,exact_bracket_pct,any_cp_exact_pct,cp23_exact_pct,production_status
always_augmented,712,2848,0.8239070054268857,39.29073033707865,59.26966292134831,40.58988764044944,EXPERIMENT_ONLY
always_recent,712,2848,0.7726236579275905,40.449438202247194,40.449438202247194,40.449438202247194,EXPERIMENT_ONLY
always_season,712,2848,0.7615943037923374,42.41573033707865,42.41573033707865,42.41573033707865,EXPERIMENT_ONLY
selected_policy,712,2848,0.7834939053455907,40.58988764044944,40.58988764044944,40.58988764044944,EXPERIMENT_ONLY
