comparison_id,reference_iteration_id,candidate_iteration_id,reference_mae,candidate_mae,mae_delta,any_cp_exact_pct_delta,cp23_exact_pct_delta,production_status,cp_2000_exact_pct_delta,cp_2100_exact_pct_delta,cp_2200_exact_pct_delta,cp_2300_exact_pct_delta
onda3_e_legacy_minus_onda3_d,onda3_d_binary_macro_interactions,onda3_e_legacy_2009_start,1.172613997446333,1.172613997446333,0.0,0.0,0.0,EXPERIMENT_ONLY,0.0,0.0,0.0,0.0
onda3_e_continuous_minus_onda3_d,onda3_d_binary_macro_interactions,onda3_e_continuous_2012_start,1.172613997446333,1.170484439111782,-0.002129558334551085,-0.09124087591241192,-0.09124087591241548,EXPERIMENT_ONLY,-0.1824817518248132,0.5474452554744538,-0.09124087591240837,-0.09124087591241548
onda3_f_minus_onda3_d,onda3_d_binary_macro_interactions,onda3_f_pooled_temporal_regime,1.172613997446333,1.0619083280873316,-0.11070566935900139,-0.729927007299267,1.5510948905109423,EXPERIMENT_ONLY,2.5547445255474486,4.470802919708028,1.3686131386861362,1.5510948905109423
