decision_status,decision_rationale,n_outer_folds,selected_mean_test_mae,always_local_mean_test_mae,always_open_meteo_augmented_mean_test_mae,always_gfs_previous_runs_mean_test_mae,production_status
PROMOTE_CALIBRATED_OPEN_METEO_TO_NEXT_EXPERIMENT_ONLY_ITERATION,Calibrated Open-Meteo was selected in enough outer folds.,2,0.7823964601524304,1.0573963635616603,0.8243513522952353,1.426499546010817,EXPERIMENT_ONLY
