slice_type,slice_name,n_rows,mean_bias_adjustment,mean_abs_bias_adjustment,mean_bias_samples,mean_delta_mae,bracket_lost_by_calibration_pct,production_status
overall,overall,2848,0.9383232209737828,0.9383232209737828,120.0,-0.05128334749929519,22.331460674157302,EXPERIMENT_ONLY
year,2024,1388,1.0202735830931797,1.0202735830931797,120.0,-0.12524570302881446,19.596541786743515,EXPERIMENT_ONLY
year,2025,1460,0.8604142465753425,0.8604142465753425,120.0,0.01903154940137105,24.931506849315067,EXPERIMENT_ONLY
binary_macro_regime_label,macro_non_southerly,2093,0.9510028136115094,0.9510028136115094,120.0,-0.053739667110561384,22.36024844720497,EXPERIMENT_ONLY
binary_macro_regime_label,macro_southerly_flow,755,0.9031730389992643,0.9031730389992643,120.0,-0.04447397406038111,22.251655629139073,EXPERIMENT_ONLY
calibration_status,recent_bias_corrected,2848,0.9383232209737828,0.9383232209737828,120.0,-0.05128334749929519,22.331460674157302,EXPERIMENT_ONLY
