experiment_id,candidate_version,macro_regime_label,month,cp,n_assignment_rows,n_unique_days,date_window_start,date_window_end,remaining_warming_p10,remaining_warming_p25,remaining_warming_p50,remaining_warming_p75,remaining_warming_p90,remaining_warming_mean,remaining_warming_std,tmax_int_p50,tmax_hour_p10,tmax_hour_p50,tmax_hour_p90,tmax_hour_before_13_share,tmax_hour_13_17_share,tmax_hour_after_17_share,underpowered_n_lt_min_cell,causal_role,diagnostic_note,production_status
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,3,23:00,223,223,2014-03-01,2025-03-30,0.0,1.0,1.0,2.0,3.0,1.5246636771300448,1.0561155021800297,21.0,11.0,13.0,16.0,0.30493273542600896,0.6771300448430493,0.017937219730941704,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,4,20:00,185,185,2014-04-02,2025-04-28,1.0,2.0,3.0,4.0,6.0,3.1783783783783783,2.099577485333959,19.0,9.0,12.0,14.0,0.7027027027027027,0.2810810810810811,0.016216216216216217,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,4,21:00,191,191,2014-04-02,2025-04-28,1.0,2.0,3.0,4.0,5.0,2.774869109947644,1.7581679635463678,19.0,9.0,12.0,14.0,0.6963350785340314,0.2879581151832461,0.015706806282722512,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,4,22:00,202,202,2014-04-02,2025-04-28,1.0,1.0,2.0,3.0,4.0,2.0841584158415842,1.2648507019259831,19.0,10.0,12.0,14.0,0.693069306930693,0.29207920792079206,0.01485148514851485,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,4,23:00,212,212,2014-04-02,2025-04-28,0.0,1.0,1.0,2.0,2.0,1.2264150943396226,0.8574515184550897,19.0,10.0,12.0,14.0,0.6839622641509434,0.3018867924528302,0.014150943396226415,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,5,20:00,230,230,2014-05-03,2025-05-31,0.0,1.0,2.0,3.0,4.0,2.2695652173913046,1.6068724627202504,17.0,1.0,12.0,14.0,0.6869565217391305,0.29130434782608694,0.021739130434782608,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,5,21:00,231,231,2014-05-03,2025-05-31,0.0,1.0,2.0,3.0,4.0,2.238095238095238,1.512131754532052,17.0,2.0,12.0,14.0,0.683982683982684,0.2943722943722944,0.021645021645021644,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,5,22:00,244,244,2014-05-03,2025-05-31,0.0,1.0,2.0,3.0,4.0,1.778688524590164,1.223987244627903,17.0,2.0,12.0,14.0,0.6762295081967213,0.30327868852459017,0.020491803278688523,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,5,23:00,246,246,2014-05-03,2025-05-31,0.0,0.0,1.0,2.0,3.0,1.1991869918699187,0.9502735103553919,17.0,2.0,12.0,14.0,0.6788617886178862,0.3048780487804878,0.016260162601626018,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,6,20:00,161,161,2014-06-05,2025-06-30,0.0,1.0,2.0,3.0,4.0,1.8944099378881987,1.53542536643779,15.0,0.0,11.0,14.0,0.7329192546583851,0.2422360248447205,0.024844720496894408,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,6,21:00,158,158,2014-06-05,2025-06-30,0.0,1.0,2.0,3.0,4.0,1.8291139240506329,1.4593997456186882,15.0,0.0,11.0,14.0,0.7151898734177216,0.25949367088607594,0.02531645569620253,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,6,22:00,162,162,2014-06-05,2025-06-30,0.0,1.0,2.0,2.0,3.0,1.5925925925925926,1.2832197255513835,15.0,0.0,11.0,14.0,0.6975308641975309,0.2777777777777778,0.024691358024691357,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,6,23:00,172,172,2014-06-05,2025-06-30,0.0,0.0,1.0,2.0,3.0,1.2093023255813953,1.1199026594058377,15.0,0.0,11.0,14.0,0.6976744186046512,0.27906976744186046,0.023255813953488372,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,7,20:00,174,174,2014-07-01,2025-07-30,0.0,1.0,2.0,3.0,5.0,2.2586206896551726,1.8268423576764026,14.0,0.0,12.0,14.0,0.6781609195402298,0.3103448275862069,0.011494252873563218,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,7,21:00,185,185,2014-07-01,2025-07-30,0.0,1.0,2.0,3.0,5.0,2.1783783783783783,1.733796903872478,14.0,0.0,12.0,14.0,0.6756756756756757,0.31351351351351353,0.010810810810810811,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,7,22:00,190,190,2014-07-01,2025-07-30,0.0,1.0,2.0,3.0,4.0,1.7894736842105263,1.3364624935471674,14.0,0.0,12.0,14.0,0.6631578947368421,0.3263157894736842,0.010526315789473684,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,7,23:00,195,195,2014-07-01,2025-07-30,0.0,1.0,1.0,2.0,3.0,1.2820512820512822,1.0038256191417188,14.0,0.0,12.0,14.0,0.6717948717948717,0.31794871794871793,0.010256410256410256,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,8,20:00,203,203,2014-08-01,2025-08-31,0.0,1.0,2.0,4.0,5.0,2.561576354679803,1.8401198513034154,14.0,1.0,12.0,14.0,0.6354679802955665,0.35467980295566504,0.009852216748768473,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,8,21:00,216,216,2014-08-01,2025-08-31,0.0,1.0,2.0,3.0,5.0,2.449074074074074,1.6444972580387032,14.0,3.0,12.0,14.0,0.625,0.3611111111111111,0.013888888888888888,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,8,22:00,225,225,2014-08-01,2025-08-31,0.0,1.0,2.0,3.0,4.0,1.8977777777777778,1.2793847727815886,14.0,3.0,12.0,14.0,0.6311111111111111,0.35555555555555557,0.013333333333333334,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,8,23:00,238,238,2014-08-01,2025-08-31,0.0,1.0,1.0,2.0,3.0,1.3529411764705883,1.0440770077982544,14.0,3.0,12.0,14.0,0.6386554621848739,0.3487394957983193,0.012605042016806723,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,9,20:00,217,217,2014-09-04,2025-09-30,1.0,1.0,3.0,4.0,5.0,2.866359447004608,1.8448180979825999,15.0,8.0,12.0,15.0,0.5990783410138248,0.3870967741935484,0.013824884792626729,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,9,21:00,223,223,2014-09-04,2025-09-30,1.0,1.0,2.0,3.0,4.0,2.3721973094170403,1.488858961063362,15.0,9.0,12.0,15.0,0.6053811659192825,0.3811659192825112,0.013452914798206279,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,9,22:00,230,230,2014-09-04,2025-09-30,0.0,1.0,2.0,3.0,3.0,1.7304347826086957,1.1470237859770451,15.0,9.0,12.0,15.0,0.6130434782608696,0.3739130434782609,0.013043478260869565,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,9,23:00,245,245,2014-09-04,2025-09-30,0.0,1.0,1.0,2.0,2.0,1.1795918367346938,0.941088398453397,15.0,8.0,12.0,15.0,0.6081632653061224,0.37142857142857144,0.02040816326530612,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,10,20:00,280,280,2013-10-14,2025-10-31,1.0,2.0,3.0,4.0,5.0,3.0464285714285713,1.6895169386304179,17.0,10.0,13.0,15.0,0.45357142857142857,0.5214285714285715,0.025,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,10,21:00,284,284,2013-10-14,2025-10-31,1.0,2.0,2.0,3.0,4.0,2.334507042253521,1.2710723207092505,17.0,10.0,13.0,15.0,0.44366197183098594,0.528169014084507,0.028169014084507043,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,10,22:00,293,293,2013-10-10,2025-10-31,0.0,1.0,2.0,2.0,3.0,1.7098976109215016,1.0953533503318982,17.0,10.0,13.0,15.0,0.44368600682593856,0.5290102389078498,0.027303754266211604,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,10,23:00,296,296,2013-10-10,2025-10-31,0.0,1.0,1.0,2.0,2.0,1.1554054054054055,0.8922478779841916,17.0,10.0,13.0,15.0,0.44594594594594594,0.527027027027027,0.02702702702702703,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,11,20:00,248,248,2013-11-04,2025-11-30,1.0,2.0,3.0,4.0,5.0,3.0846774193548385,1.5180716702202492,19.0,10.0,13.0,15.0,0.4879032258064516,0.5,0.012096774193548387,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,11,21:00,253,253,2013-11-04,2025-11-30,1.0,2.0,2.0,3.0,4.0,2.391304347826087,1.2444493739427163,19.0,10.0,13.0,15.0,0.48221343873517786,0.5059288537549407,0.011857707509881422,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,11,22:00,255,255,2013-11-04,2025-11-30,0.0,1.0,2.0,2.0,3.0,1.7058823529411764,1.077583284083497,19.0,10.0,13.0,15.0,0.48627450980392156,0.5058823529411764,0.00784313725490196,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,11,23:00,256,256,2013-11-04,2025-11-30,0.0,0.0,1.0,2.0,2.0,1.1015625,0.9809146891809605,19.0,10.0,13.0,15.0,0.484375,0.5078125,0.0078125,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,12,20:00,273,273,2013-12-01,2025-12-29,1.0,2.0,3.0,4.0,5.0,3.2637362637362637,1.670473459006842,21.0,10.0,13.0,15.0,0.43956043956043955,0.5421245421245421,0.018315018315018316,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,12,21:00,288,288,2013-12-01,2025-12-29,1.0,2.0,2.0,3.0,4.0,2.5034722222222223,1.3767564363168934,21.0,10.0,13.0,15.0,0.4270833333333333,0.5451388888888888,0.027777777777777776,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,12,22:00,292,292,2013-12-01,2025-12-29,0.0,1.0,2.0,2.0,3.0,1.8287671232876712,1.2482817828918278,21.0,10.0,13.0,15.0,0.4315068493150685,0.5445205479452054,0.023972602739726026,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_nw_continuum,12,23:00,300,300,2013-12-01,2025-12-29,0.0,1.0,1.0,2.0,3.0,1.31,1.1626431655649048,21.0,10.0,13.0,15.0,0.42333333333333334,0.5466666666666666,0.03,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,1,20:00,111,111,2014-01-09,2025-01-30,0.0,2.0,3.0,4.0,6.0,2.81981981981982,1.9826437730657345,19.0,0.0,14.0,17.0,0.32432432432432434,0.5855855855855856,0.09009009009009009,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,1,21:00,117,117,2014-01-09,2025-01-30,0.0,2.0,2.0,3.0,5.0,2.5042735042735043,1.8412136721791719,19.0,0.0,14.0,17.0,0.3247863247863248,0.5897435897435898,0.08547008547008547,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,1,22:00,120,120,2014-01-09,2025-01-30,0.0,1.0,2.0,3.0,5.0,2.191666666666667,1.7551644483911923,19.0,0.0,14.0,17.0,0.325,0.6083333333333333,0.06666666666666667,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,1,23:00,125,125,2014-01-09,2025-01-30,0.0,1.0,1.0,3.0,4.0,1.792,1.6670236176897688,19.0,0.0,14.0,17.0,0.328,0.592,0.08,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,2,20:00,86,86,2014-02-01,2025-02-13,0.0,1.0,2.0,4.0,5.0,2.453488372093023,1.9920841982216457,19.0,0.0,13.0,18.0,0.38372093023255816,0.5116279069767442,0.10465116279069768,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,2,21:00,88,88,2014-02-01,2025-02-13,0.0,1.0,2.0,3.0,5.0,2.25,1.8335945477441957,19.0,0.0,13.0,18.0,0.36363636363636365,0.5113636363636364,0.125,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,2,22:00,89,89,2014-02-01,2025-02-13,0.0,1.0,2.0,3.0,3.0,1.8314606741573034,1.632315387418769,19.0,0.0,13.0,18.0,0.3595505617977528,0.5280898876404494,0.11235955056179775,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,2,23:00,92,92,2014-02-01,2025-02-13,0.0,0.0,1.0,2.0,3.0,1.4130434782608696,1.4836261926130683,19.0,0.0,13.0,18.0,0.3695652173913043,0.5108695652173914,0.11956521739130435,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,3,20:00,102,102,2014-03-06,2025-03-31,0.0,1.0,2.0,3.0,5.0,2.2549019607843137,1.6867936336642888,17.0,0.0,13.0,16.0,0.37254901960784315,0.5980392156862745,0.029411764705882353,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,3,21:00,105,105,2014-03-06,2025-03-31,0.0,1.0,2.0,3.0,4.0,2.142857142857143,1.678074511436863,17.0,0.0,13.0,16.0,0.3523809523809524,0.6095238095238096,0.0380952380952381,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,3,22:00,112,112,2014-03-06,2025-03-31,0.0,1.0,1.0,2.0,4.0,1.7589285714285714,1.4534552538802752,17.0,0.0,13.0,16.0,0.35714285714285715,0.6071428571428571,0.03571428571428571,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,3,23:00,111,111,2014-03-06,2025-03-31,0.0,0.0,1.0,2.0,3.0,1.3243243243243243,1.273236121514867,17.0,0.0,13.0,16.0,0.36936936936936937,0.5945945945945946,0.036036036036036036,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,4,20:00,92,92,2014-04-07,2025-04-30,0.0,0.0,1.0,2.0,3.0,1.3695652173913044,1.3483191921987911,16.0,0.0,11.0,15.0,0.7282608695652174,0.21739130434782608,0.05434782608695652,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,4,21:00,88,88,2014-04-07,2025-04-30,0.0,0.0,1.0,2.0,3.0,1.1931818181818181,1.3118203071634131,16.0,0.0,11.0,15.0,0.7272727272727273,0.2159090909090909,0.056818181818181816,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,4,22:00,92,92,2014-04-06,2025-04-30,0.0,0.0,1.0,1.0,2.0,1.0,1.1952286093343936,16.0,0.0,11.0,15.0,0.7391304347826086,0.20652173913043478,0.05434782608695652,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,4,23:00,92,92,2014-04-06,2025-04-30,0.0,0.0,1.0,1.0,2.0,0.7717391304347826,0.9030261805992046,16.0,0.0,11.0,15.0,0.7391304347826086,0.20652173913043478,0.05434782608695652,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,5,20:00,64,64,2014-05-01,2025-05-30,0.0,0.0,1.0,2.0,2.0,1.140625,1.1108010480072334,14.0,0.0,12.0,15.0,0.65625,0.3125,0.03125,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,5,21:00,66,66,2014-05-01,2025-05-30,0.0,0.0,1.0,1.0,2.0,0.9545454545454546,1.0441311173458008,14.0,0.0,11.0,15.0,0.6515151515151515,0.3181818181818182,0.030303030303030304,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,5,22:00,59,59,2014-05-01,2025-05-21,0.0,0.0,1.0,1.0,1.0,0.7627118644067796,0.7506085588706755,13.0,0.0,11.0,15.0,0.6610169491525424,0.3050847457627119,0.03389830508474576,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,5,23:00,61,61,2014-05-01,2025-05-21,0.0,0.0,1.0,1.0,1.0,0.6557377049180327,0.6803245769885465,13.0,0.0,11.0,15.0,0.6721311475409836,0.29508196721311475,0.03278688524590164,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,6,20:00,94,94,2014-06-11,2025-06-29,0.0,0.0,1.0,2.0,2.0,1.0319148936170213,0.9994851110960467,12.0,0.0,11.0,14.0,0.723404255319149,0.23404255319148937,0.0425531914893617,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,6,21:00,96,96,2014-06-11,2025-06-29,0.0,0.0,1.0,1.0,2.0,0.9583333333333334,0.983192080250175,12.0,0.0,11.0,14.0,0.7291666666666666,0.22916666666666666,0.041666666666666664,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,6,22:00,97,97,2014-06-11,2025-06-29,0.0,0.0,1.0,1.0,2.0,0.8762886597938144,0.915807157179334,12.0,0.0,10.0,14.0,0.7422680412371134,0.21649484536082475,0.041237113402061855,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,6,23:00,99,99,2014-06-11,2025-06-29,0.0,0.0,1.0,1.0,2.0,0.696969696969697,0.8625371385620951,12.0,0.0,11.0,14.0,0.7373737373737373,0.2222222222222222,0.04040404040404041,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,7,20:00,106,106,2014-07-03,2025-07-31,0.0,0.0,1.0,2.0,2.0,1.150943396226415,0.9836032187846855,11.0,0.0,12.0,15.0,0.6698113207547169,0.2641509433962264,0.0660377358490566,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,7,21:00,101,101,2014-07-03,2025-07-31,0.0,0.0,1.0,2.0,2.0,1.0594059405940595,0.903568283841546,11.0,0.0,12.0,15.0,0.6831683168316832,0.24752475247524752,0.06930693069306931,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,7,22:00,97,97,2014-07-03,2025-07-31,0.0,0.0,1.0,1.0,2.0,0.8969072164948454,0.8476012240738839,11.0,0.0,11.0,15.0,0.6804123711340206,0.24742268041237114,0.07216494845360824,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
