candidate_version,macro_regime_label,assignment_rows,unique_days,cp_count,smallest_cp_support,reassigned_rows,source_macro_summary,low_confidence_share,mean_assignment_confidence,mean_component_entropy,mean_component_margin,r2_rows,r2_pass_rows,r2_pass_share,r2_dead_status,r2_median_n_days,r2_min_n_days,r2_max_n_days,tested_feature_columns,feature_coverage_share,feature_coverage_status,target_complete_days,target_tmax_median,target_remaining_warming_median,sample_support_status,diagnosis,recommended_next_action,production_status
v2.3-diagnostic,macro_calm_radiative,2572,825,4,502,2572,macro_nw_continuum=2153;macro_southerly_flow=419,0.0,0.702755697317678,0.0,0.700133717462449,92,0,0.0,DEAD,27.0,0,45,cloud_base_transparency;cloud_cover_suppression;day_sequence_pattern;dewpoint_collapse_rate_3h;dewpoint_depression;foehn_score;hours_to_expected_peak;intraday_regime_change;late_warming_anomaly;nocturnal_plateau_flag;nw_sector_not_foehn;precip_disruption;prefrontal_warming_window;pressure_trend_3h;regime_label;regime_score_argmax;slope_3h;sst_maritime_cap;tmax_dminus1;tmax_hour_by_regime_month;tmin_delta_tmax;warming_rate_06_09;wind_dir_change_s_to_n,0.7254716343228075,WARN,706,16.0,4.0,PASS,CALM_RADIATIVE_VALIDATION_TARGET_GAP,Do not promote. Run v2.3 calm-specific target and hypothesis experiments before another ontology redesign.,EXPERIMENT_ONLY
v2.3-diagnostic,macro_nw_continuum,13726,3662,4,3294,0,macro_nw_continuum=13726,0.965248433629608,0.4828725469336531,1.3765029424278798,0.2671561930415262,92,23,0.25,PASS,210.0,0,228,cloud_base_transparency;cloud_cover_suppression;day_sequence_pattern;dewpoint_collapse_rate_3h;dewpoint_depression;foehn_score;hours_to_expected_peak;intraday_regime_change;late_warming_anomaly;nocturnal_plateau_flag;nw_sector_not_foehn;precip_disruption;prefrontal_warming_window;pressure_trend_3h;regime_label;regime_score_argmax;slope_3h;sst_maritime_cap;tmax_dminus1;tmax_hour_by_regime_month;tmin_delta_tmax;warming_rate_06_09;wind_dir_change_s_to_n,0.7533655582233654,WARN,2996,18.0,2.0,PASS,R2_SIGNAL_PRESENT,Keep in design review until full Onda C and Onda 4 acceptance.,EXPERIMENT_ONLY
v2.3-diagnostic,macro_southerly_flow,5526,1507,4,1379,0,macro_southerly_flow=5526,0.8979370249728555,0.5064477544014837,1.3526025674366216,0.31488795874610204,92,47,0.5108695652173914,PASS,110.0,0,110,cloud_base_transparency;cloud_cover_suppression;day_sequence_pattern;dewpoint_collapse_rate_3h;dewpoint_depression;foehn_score;hours_to_expected_peak;intraday_regime_change;late_warming_anomaly;nocturnal_plateau_flag;nw_sector_not_foehn;precip_disruption;prefrontal_warming_window;pressure_trend_3h;regime_label;regime_score_argmax;slope_3h;sst_maritime_cap;tmax_dminus1;tmax_hour_by_regime_month;tmin_delta_tmax;warming_rate_06_09;wind_dir_change_s_to_n,0.7600985066641489,WARN,1260,15.0,1.0,PASS,R2_SIGNAL_PRESENT,Keep in design review until full Onda C and Onda 4 acceptance.,EXPERIMENT_ONLY
