experiment_id,test_year,cp,month,feature_column,train_rows,test_rows,baseline_mae,candidate_mae,mae_delta,slope,intercept,production_status
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,3,cloud_cover_suppression,375,31,0.9999139784946237,0.9789553409090136,0.020958637585610118,-1.1825227546301171,3.1328633877473435,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,4,cloud_cover_suppression,352,28,0.9642857142857143,0.8710882746151032,0.09319743967061112,-1.5508310047772271,3.0602531268967157,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,5,cloud_cover_suppression,370,27,1.0279279279279279,0.8215392165761825,0.2063887113517454,-2.2981923049701147,3.7210566660628634,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,6,cloud_cover_suppression,364,28,1.2868916797488226,1.0799194818232798,0.20697219792554278,-1.9957054316529248,3.3369841812084813,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,7,cloud_cover_suppression,360,26,1.0017094017094017,0.856200119220691,0.14550928248871076,-1.8916206723532372,3.3689886826113615,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,8,cloud_cover_suppression,385,25,1.4086233766233767,1.3352789864649892,0.07334439015838745,-2.2062573503923124,3.706151694685874,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,9,cloud_cover_suppression,388,27,1.0114547537227947,0.9934431112286112,0.018011642494183522,-0.9283848764707324,2.444514858942662,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,10,cloud_cover_suppression,405,25,0.9652345679012346,0.9474364602578246,0.017798107643410055,-0.8583274107622295,2.348100736936079,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,11,cloud_cover_suppression,398,30,0.8190954773869348,0.816682221635782,0.0024132557511528097,-0.047999789553161705,1.7545666544185885,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,22:00,12,cloud_cover_suppression,427,30,0.8768930523028886,0.9611077364490709,-0.08421468414618227,-1.2661025893106914,2.9491408318116226,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,1,cloud_cover_suppression,373,28,1.1384527001148985,1.1329816358471176,0.0054710642677808785,-0.2463453124065701,1.8566618916761786,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,2,cloud_cover_suppression,335,23,1.099935107073329,1.089120369161093,0.010814737912236083,-0.18303691513186307,1.6149550430887143,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,3,cloud_cover_suppression,380,31,1.013327674023769,1.0106194585746093,0.0027082154491597787,-0.09757693222541755,1.5569074928672846,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,4,cloud_cover_suppression,354,28,0.6265133171912831,0.6026365624666601,0.02387675472462303,-0.6351755041075422,1.6522218073188952,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,5,cloud_cover_suppression,377,27,0.8609883092641714,0.7402860198889494,0.12070228937522198,-1.4672909733179134,2.517940299079501,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,6,cloud_cover_suppression,366,29,0.9723007348784624,0.8922463397230302,0.08005439515543211,-1.4380931711597804,2.4580869433933783,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,7,cloud_cover_suppression,364,26,0.7933220625528319,0.6824994061611824,0.11082265639164945,-1.0990156880523876,2.240135229377678,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,8,cloud_cover_suppression,388,25,0.9338144329896907,0.8862273500406375,0.04758708294905323,-1.1748401746139487,2.338770329035017,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,9,cloud_cover_suppression,391,29,0.9705441396948585,0.9597581761064391,0.010785963588419434,-0.2480771625336451,1.3539491484073896,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,10,cloud_cover_suppression,407,25,0.6898280098280098,0.6511299235704362,0.03869808625757365,-0.6347783776734035,1.6586235321460634,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,11,cloud_cover_suppression,403,30,0.8381306865177831,0.8385542490961247,-0.0004235625783416408,0.004536763297585407,1.1747852259875213,EXPERIMENT_ONLY
BEXP-CLOUD-COVER-SUPPRESSION-001,2025,23:00,12,cloud_cover_suppression,431,30,0.8522041763341067,0.8751746580860107,-0.02297048175190397,-1.3908139969661693,2.614333484315578,EXPERIMENT_ONLY
