variant_id,train_start,weighted_challenger_mae,any_cp_exact_pct,cp23_exact_pct,production_status,continuous_minus_legacy_weighted_mae,continuous_minus_legacy_any_cp_exact_pct
legacy_2009_start,2009-04-23,1.172613997446333,45.16423357664234,29.927007299270077,EXPERIMENT_ONLY,-0.002129558334551085,-0.09124087591241192
continuous_2012_start,2012-01-01,1.170484439111782,45.07299270072993,29.83576642335766,EXPERIMENT_ONLY,-0.002129558334551085,-0.09124087591241192
