iteration_id,iteration_label,month,cp,n_cp_rows,exact_bracket_rows,exact_bracket_pct,mae
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-01,20:00,31,8,25.806451612903224,1.688144000541277
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-01,21:00,31,11,35.483870967741936,1.5268370511523517
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-01,22:00,31,12,38.70967741935484,1.464454261002333
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-01,23:00,31,11,35.483870967741936,1.4713118004235368
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-02,20:00,28,6,21.428571428571427,1.6054333809720671
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-02,21:00,28,6,21.428571428571427,1.2785157471468023
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-02,22:00,28,9,32.142857142857146,1.2241103551954642
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-02,23:00,28,9,32.142857142857146,1.2269651988923727
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-03,20:00,31,5,16.129032258064516,1.5369100165933605
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-03,21:00,31,8,25.806451612903224,1.3627487191179413
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-03,22:00,31,12,38.70967741935484,1.2375628468274402
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-03,23:00,31,12,38.70967741935484,1.2057565820802896
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-04,20:00,30,7,23.333333333333332,1.153706020856927
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-04,21:00,30,6,20.0,1.1741370772200312
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-04,22:00,30,13,43.333333333333336,0.9920896761691371
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-04,23:00,30,12,40.0,1.0254441833073202
onda3_b_cp_specific_holdout,Onda 3B CP-specific holdout 2025+,2025-05,20:00,31,9,29.03225806451613,0.92521445731796
