outer_test_year,validation_year,candidate_id,candidate_label,baseline_candidate_id,binary_macro_regime_label,candidate_non_southerly_mae,augmented_non_southerly_mae,non_southerly_mae_delta,candidate_non_southerly_exact_pct,augmented_non_southerly_exact_pct,non_southerly_exact_delta_pp,blocked_by_non_southerly_mae,blocked_by_non_southerly_exact,eligible_by_non_southerly_guard,selected_fallback_candidate_id,production_status
2025,2024,om_family_inverse_mae_weighted,om family inverse mae weighted,open_meteo_augmented_onda3f,macro_non_southerly,1.3941732670557614,0.7977865351283904,0.596386731927371,12.022367194780987,38.11742777260019,-26.0950605778192,true,true,false,open_meteo_augmented_onda3f,EXPERIMENT_ONLY
2025,2024,om_family_mean_raw,om family mean raw,open_meteo_augmented_onda3f,macro_non_southerly,1.4569245107176143,0.7977865351283904,0.6591379755892239,11.276794035414724,38.11742777260019,-26.840633737185463,true,true,false,open_meteo_augmented_onda3f,EXPERIMENT_ONLY
2025,2024,om_family_median_raw,om family median raw,open_meteo_augmented_onda3f,macro_non_southerly,1.4797763280521903,0.7977865351283904,0.6819897929237999,12.022367194780987,38.11742777260019,-26.0950605778192,true,true,false,open_meteo_augmented_onda3f,EXPERIMENT_ONLY
2025,2024,om_family_month_bias_corrected,om family month bias corrected,open_meteo_augmented_onda3f,macro_non_southerly,0.784241761366735,0.7977865351283904,-0.013544773761655415,36.905871388630004,38.11742777260019,-1.2115563839701835,false,true,false,open_meteo_augmented_onda3f,EXPERIMENT_ONLY
2025,2024,om_family_recent_bias_corrected,om family recent bias corrected,open_meteo_augmented_onda3f,macro_non_southerly,0.7148953091022056,0.7977865351283904,-0.08289122602618482,41.47250698974837,38.11742777260019,3.3550792171481802,false,false,true,"",EXPERIMENT_ONLY
2025,2024,om_family_regime_bias_corrected,om family regime bias corrected,open_meteo_augmented_onda3f,macro_non_southerly,0.7021921737216363,0.7977865351283904,-0.09559436140675404,41.845293569431504,38.11742777260019,3.727865796831317,false,false,true,"",EXPERIMENT_ONLY
2025,2024,om_family_season_bias_corrected,om family season bias corrected,open_meteo_augmented_onda3f,macro_non_southerly,0.7448229479555134,0.7977865351283904,-0.05296358717287697,41.75209692451072,38.11742777260019,3.634669151910529,false,false,true,"",EXPERIMENT_ONLY
