endpoint,model,horizon_hours,variable,cp,target_year,target_month,row_status,requested_rows,usable_rows,pending_rows,blocked_rows,coverage_pct,blocker,production_status
forecast,gfs_seamless,8,temperature_2m,20:00,2026,06,pending,1,0,1,0,0.0,,EXPERIMENT_ONLY
