stratum_type,stratum_value,k,cluster_id,n_rows,wind_dir_deg_mean,wind_speed_mean,qnh_hpa_mean,relh_mean,dewpoint_depression_mean,precip_pre_cp_sum_mean,cloud_cover_score_mean,temp_slope_pre_cp_mean,tmax_anomaly_mean,remaining_warming_mean,dominant_current_regime
month,3,6,5,176,152.18396396676116,10.885351017282336,1024.4402408176313,68.78617540222331,5.743026156684565,0.0,2.7195734286131907,0.07250150880652202,-1.884066471163244,2.4261363636363638,southerly_disrupted
month,4,2,0,654,4.010635773152331,16.272102929898434,1014.050138082723,74.63603058005761,4.546616976687345,0.0,1.840952292629786,0.03326155793601434,-0.2600470893886515,1.4694189602446484,southerly_disrupted
month,4,2,1,954,31.76265018321914,9.8471611471076,1018.8270485635646,86.90582127829025,2.1933310218873774,0.0,2.2992418207078464,0.0747592016712521,0.09938591120758256,2.192872117400419,southerly_disrupted
month,4,3,0,511,347.4984903738742,17.50474794809668,1012.9382967965927,74.51236798954662,4.581532537454877,0.0,1.8463078633019931,-8.09372197060936e-6,-0.327121902221916,1.3365949119373777,southerly_disrupted
month,4,3,1,466,182.34456780088306,12.117683413474534,1018.4112577979702,89.57974262558314,1.7331059148519523,0.0,2.64108806862804,-0.03145612111666439,-0.34826617038247015,1.48068669527897,southerly_disrupted
month,4,3,2,631,30.394507131498152,8.628178095622335,1018.9519474466376,82.25061393449525,3.038248517707814,0.0,1.9385881746548035,0.17073855089828915,0.40284420010378075,2.662440570522979,southerly_disrupted
month,4,4,0,469,350.57800253672525,18.37793736576256,1011.1103510653894,76.09881019333841,4.282727855038763,0.0,1.930498120237633,0.030087632849471215,0.31922561654433096,1.4115138592750534,southerly_disrupted
month,4,4,1,356,185.64049407273853,11.701690980971755,1019.9461319105372,90.86939635065177,1.504481100619502,0.0,2.6591571977277346,-0.04905899719379879,-0.756413443372778,1.353932584269663,southerly_disrupted
month,4,4,2,509,20.44220340568287,8.641294405429601,1018.1866813262396,84.54125386751763,2.609245703084241,0.0,1.9670435615647668,0.21014441455904856,0.87262896187214,2.8113948919449903,southerly_disrupted
month,4,4,3,274,146.62661912713324,10.41121746117509,1020.3693293097317,75.36048247727129,4.356294156680589,0.0,1.9860246084531976,-0.03845352748699811,-1.4593372521154981,1.7445255474452555,southerly_disrupted
month,4,5,0,240,325.6310662770655,17.234580402236656,1012.1662292426299,70.35889295004765,5.432345166407665,0.0,1.6430465459427346,-0.0015322299781850217,-0.8845501474926283,1.3333333333333333,southerly_disrupted
month,4,5,1,352,358.6876739614376,18.01230714848564,1011.6093534838681,81.49563675020696,3.2122272111693464,0.0,2.243931825159459,0.05806796468989472,1.1431013676588877,1.46875,southerly_disrupted
