stratum_type,stratum_value,k,cluster_id,n_rows,physical_signature,candidate_regime_family,interpretability_score,dominant_current_regime,promotion_readiness
month,12,4,0,351,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
month,12,4,1,410,northerly_nw_flow;windy;moist_cloudy_or_rain,nw_or_foehn_candidate,0.55,southerly_disrupted,design_evidence_only
month,12,4,2,435,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
month,12,4,3,509,easterly_component;windy,mixed_or_transition,0.25,southerly_disrupted,design_evidence_only
month,12,5,0,303,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
month,12,5,1,380,northerly_nw_flow;windy;moist_cloudy_or_rain,nw_or_foehn_candidate,0.55,southerly_disrupted,design_evidence_only
month,12,5,2,195,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
month,12,5,3,386,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
month,12,5,4,441,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
month,12,6,0,187,southerly_flow;moist_cloudy_or_rain,southerly_disrupted_candidate,0.5,southerly_disrupted,design_evidence_only
month,12,6,1,461,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
month,12,6,2,208,westerly_component;windy,mixed_or_transition,0.25,southerly_disrupted,design_evidence_only
month,12,6,3,210,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
month,12,6,4,236,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
month,12,6,5,403,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,DJF,2,0,2140,northerly_nw_flow;windy;moist_cloudy_or_rain,nw_or_foehn_candidate,0.55,southerly_disrupted,design_evidence_only
season,DJF,2,1,2702,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,3,0,1353,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,DJF,3,1,1715,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,3,2,1774,easterly_component;windy,mixed_or_transition,0.25,southerly_disrupted,design_evidence_only
season,DJF,4,0,1131,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,DJF,4,1,1412,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,DJF,4,2,1449,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,4,3,850,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,DJF,5,0,1074,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,DJF,5,1,526,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,5,2,1275,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,DJF,5,3,1263,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,5,4,704,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,DJF,6,0,801,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,DJF,6,1,487,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,6,2,918,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,6,3,1183,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,DJF,6,4,833,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,DJF,6,5,620,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,2,0,2047,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,2,1,2622,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,3,0,1079,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,3,1,2225,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,3,2,1365,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,JJA,4,0,896,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,4,1,1686,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,4,2,1218,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,JJA,4,3,869,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,5,0,977,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,JJA,5,1,742,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,5,2,1247,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,5,3,1109,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,5,4,594,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,6,0,534,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,JJA,6,1,557,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,JJA,6,2,691,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,6,3,1054,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,JJA,6,4,1353,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,JJA,6,5,480,easterly_component,mixed_or_transition,0.15,southerly_disrupted,design_evidence_only
season,MAM,2,0,1982,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,MAM,2,1,3048,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,MAM,3,0,1543,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,MAM,3,1,2180,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,MAM,3,2,1307,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,MAM,4,0,1295,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,MAM,4,1,1097,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,MAM,4,2,1915,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,MAM,4,3,723,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,MAM,5,0,862,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,MAM,5,1,842,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,MAM,5,2,1187,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,MAM,5,3,1152,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,MAM,5,4,987,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,MAM,6,0,676,westerly_component;windy,mixed_or_transition,0.25,southerly_disrupted,design_evidence_only
season,MAM,6,1,1051,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,MAM,6,2,745,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,MAM,6,3,1030,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,MAM,6,4,614,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,MAM,6,5,914,northerly_nw_flow;moist_cloudy_or_rain,nw_or_foehn_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,SON,2,0,1741,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,2,1,2978,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,3,0,1280,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,3,1,1743,northerly_nw_flow;windy;moist_cloudy_or_rain,nw_or_foehn_candidate,0.55,southerly_disrupted,design_evidence_only
season,SON,3,2,1696,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,SON,4,0,988,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,4,1,1520,northerly_nw_flow;windy;moist_cloudy_or_rain,nw_or_foehn_candidate,0.55,southerly_disrupted,design_evidence_only
season,SON,4,2,1476,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,SON,4,3,735,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,SON,5,0,754,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,5,1,1203,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,5,2,1327,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,SON,5,3,827,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,SON,5,4,608,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
season,SON,6,0,457,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,6,1,729,southerly_flow;windy;moist_cloudy_or_rain,southerly_disrupted_candidate,0.6,southerly_disrupted,design_evidence_only
season,SON,6,2,1023,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,6,3,1056,northerly_nw_flow,nw_or_foehn_candidate,0.3,southerly_disrupted,design_evidence_only
season,SON,6,4,857,northerly_nw_flow;windy,nw_or_foehn_candidate,0.4,southerly_disrupted,design_evidence_only
season,SON,6,5,597,southerly_flow;windy,southerly_disrupted_candidate,0.44999999999999996,southerly_disrupted,design_evidence_only
