month,regime_label,cp,cooling_mechanism,n_rows,mean_remaining_warming,mean_tmax_anomaly,fixed_minus_2_trigger_rate,median_min_delta_t_per_h,underpowered_n_lt_30
8,southerly_disrupted,23:00,post_dawn_advective,3,0.6666666666666666,1.448689138576779,1.0,-4.0,true
8,southerly_disrupted,23:00,radiative_pre_dawn,26,2.076923076923077,-0.2949006050129646,1.0,-4.0,true
8,southerly_disrupted,23:00,southerly_frontal,13,0.7692307692307693,-2.6795159896283494,1.0,-4.0,true
8,standard_nw,20:00,no_material_cooling,68,3.073529411764706,0.7673165895571712,0.0,-1.0,false
8,standard_nw,21:00,no_material_cooling,66,2.9545454545454546,0.8123255022131426,0.0,-1.0,false
8,standard_nw,22:00,no_material_cooling,63,2.3333333333333335,0.7978954877831282,0.0,-1.0,false
8,standard_nw,23:00,no_material_cooling,61,1.6557377049180328,0.7820224719101123,0.0,-1.0,false
8,strong_nw_foehn,20:00,no_material_cooling,14,2.0714285714285716,1.710593900481541,0.0,0.0,true
8,strong_nw_foehn,21:00,no_material_cooling,13,2.0,1.7050993949870352,0.0,0.0,true
8,strong_nw_foehn,22:00,no_material_cooling,14,1.5,1.710593900481541,0.0,0.0,true
8,strong_nw_foehn,23:00,no_material_cooling,14,1.0,1.6391653290529695,0.0,0.0,true
9,calm_radiative,20:00,no_material_cooling,12,2.75,-1.174444444444444,0.0,-1.0,true
9,calm_radiative,21:00,no_material_cooling,11,2.5454545454545454,-1.439595959595959,0.0,-1.0,true
9,calm_radiative,22:00,no_material_cooling,10,1.9,-1.1577777777777771,0.0,-0.5,true
9,calm_radiative,23:00,no_material_cooling,12,1.1666666666666667,-1.174444444444444,0.0,-1.0,true
9,southerly_disrupted,20:00,ambiguous_cooling,9,1.4444444444444444,-0.8133333333333328,1.0,-4.0,true
9,southerly_disrupted,20:00,no_material_cooling,287,2.696864111498258,-0.1358265582655821,0.0,-2.0,false
9,southerly_disrupted,20:00,radiative_pre_dawn,28,4.321428571428571,0.5636507936507942,1.0,-4.0,true
9,southerly_disrupted,20:00,southerly_frontal,10,0.6,-2.557777777777777,1.0,-4.0,true
9,southerly_disrupted,21:00,ambiguous_cooling,9,1.2222222222222223,-0.8133333333333328,1.0,-4.0,true
9,southerly_disrupted,21:00,no_material_cooling,292,2.2157534246575343,-0.10024353120243475,0.0,-2.0,false
9,southerly_disrupted,21:00,radiative_pre_dawn,28,3.8214285714285716,0.5636507936507942,1.0,-4.0,true
9,southerly_disrupted,21:00,southerly_frontal,11,0.5454545454545454,-2.8032323232323226,1.0,-4.0,true
9,southerly_disrupted,22:00,ambiguous_cooling,9,1.0,-0.8133333333333328,1.0,-4.0,true
9,southerly_disrupted,22:00,no_material_cooling,290,1.7,-0.11984674329501858,0.0,-2.0,false
9,southerly_disrupted,22:00,post_dawn_advective,4,0.25,0.7422222222222228,1.0,-4.0,true
9,southerly_disrupted,22:00,radiative_pre_dawn,28,2.7857142857142856,0.5636507936507942,1.0,-4.0,true
9,southerly_disrupted,22:00,southerly_frontal,12,0.5833333333333334,-2.6744444444444437,1.0,-4.0,true
9,southerly_disrupted,23:00,ambiguous_cooling,9,0.6666666666666666,-0.8133333333333328,1.0,-4.0,true
9,southerly_disrupted,23:00,no_material_cooling,289,1.221453287197232,-0.12282968089196407,0.0,-2.0,false
9,southerly_disrupted,23:00,post_dawn_advective,5,0.0,0.5422222222222228,1.0,-4.0,true
9,southerly_disrupted,23:00,radiative_pre_dawn,28,1.6071428571428572,0.5636507936507942,1.0,-4.0,true
9,southerly_disrupted,23:00,southerly_frontal,14,0.42857142857142855,-2.1863492063492056,1.0,-4.0,true
9,standard_nw,20:00,no_material_cooling,66,3.287878787878788,0.4846464646464652,0.0,0.0,false
9,standard_nw,21:00,no_material_cooling,62,2.9838709677419355,0.500286738351255,0.0,-0.16666666666666666,false
9,standard_nw,22:00,no_material_cooling,56,2.1607142857142856,0.4565079365079371,0.0,-0.16666666666666666,false
9,standard_nw,23:00,no_material_cooling,48,1.3958333333333333,0.47138888888888947,0.0,-1.0,false
9,strong_nw_foehn,20:00,no_material_cooling,38,2.6052631578947367,1.0053801169590648,0.0,0.0,false
9,strong_nw_foehn,21:00,no_material_cooling,37,2.108108108108108,0.9854654654654661,0.0,0.0,false
9,strong_nw_foehn,22:00,no_material_cooling,41,1.7073170731707317,1.010514905149052,0.0,0.0,false
9,strong_nw_foehn,23:00,no_material_cooling,45,1.1111111111111112,1.0311111111111118,0.0,0.0,false
10,calm_radiative,20:00,no_material_cooling,10,3.0,-1.893534482758621,0.0,0.0,true
10,calm_radiative,21:00,no_material_cooling,9,2.4444444444444446,-2.215756704980843,0.0,0.0,true
10,calm_radiative,22:00,no_material_cooling,12,1.75,-1.9102011494252877,0.0,0.0,true
10,calm_radiative,23:00,no_material_cooling,11,1.0,-2.0844435736677123,0.0,0.0,true
10,southerly_disrupted,20:00,ambiguous_cooling,7,2.2857142857142856,-0.7078201970443353,1.0,-4.0,true
10,southerly_disrupted,20:00,no_material_cooling,301,2.833887043189369,0.023076812922442128,0.0,-2.0,false
10,southerly_disrupted,20:00,radiative_pre_dawn,24,4.416666666666667,-0.07686781609195432,1.0,-4.0,true
10,southerly_disrupted,20:00,southerly_frontal,17,0.9411764705882353,-2.758240365111562,1.0,-4.0,true
10,southerly_disrupted,21:00,ambiguous_cooling,7,2.0,-0.7078201970443353,1.0,-4.0,true
10,southerly_disrupted,21:00,no_material_cooling,301,2.20265780730897,0.06626618169320625,0.0,-2.0,false
10,southerly_disrupted,21:00,post_dawn_advective,2,0.0,-1.993534482758621,1.0,-4.0,true
10,southerly_disrupted,21:00,radiative_pre_dawn,24,3.5416666666666665,-0.07686781609195432,1.0,-4.0,true
10,southerly_disrupted,21:00,southerly_frontal,19,0.8421052631578947,-2.6251134301270422,1.0,-4.0,true
10,southerly_disrupted,22:00,ambiguous_cooling,7,1.7142857142857142,-0.7078201970443353,1.0,-4.0,true
10,southerly_disrupted,22:00,no_material_cooling,303,1.6006600660066006,0.055970467736428504,0.0,-2.0,false
10,southerly_disrupted,22:00,post_dawn_advective,6,0.8333333333333334,0.17313218390804566,1.0,-4.0,true
10,southerly_disrupted,22:00,radiative_pre_dawn,24,2.5833333333333335,-0.07686781609195432,1.0,-4.0,true
10,southerly_disrupted,22:00,southerly_frontal,19,0.6842105263157895,-2.6251134301270422,1.0,-4.0,true
10,southerly_disrupted,23:00,ambiguous_cooling,7,1.4285714285714286,-0.7078201970443353,1.0,-4.0,true
10,southerly_disrupted,23:00,no_material_cooling,314,1.105095541401274,0.09245277838787581,0.0,-2.0,false
10,southerly_disrupted,23:00,post_dawn_advective,7,1.0,0.2921798029556647,1.0,-4.0,true
10,southerly_disrupted,23:00,radiative_pre_dawn,24,1.7083333333333333,-0.07686781609195432,1.0,-4.0,true
10,southerly_disrupted,23:00,southerly_frontal,20,0.45,-2.543534482758621,1.0,-4.0,true
10,standard_nw,20:00,no_material_cooling,57,3.245614035087719,0.8134830611010282,0.0,0.0,false
10,standard_nw,21:00,no_material_cooling,55,2.6363636363636362,0.7519200626959244,0.0,0.0,false
10,standard_nw,22:00,no_material_cooling,47,2.0,0.9000825385179747,0.0,0.0,false
10,standard_nw,23:00,no_material_cooling,41,1.4146341463414633,0.8113435660218669,0.0,0.0,false
10,strong_nw_foehn,20:00,no_material_cooling,48,2.6041666666666665,0.4022988505747123,0.0,0.0,false
10,strong_nw_foehn,21:00,no_material_cooling,47,2.0425531914893615,0.41072083639031515,0.0,0.0,false
10,strong_nw_foehn,22:00,no_material_cooling,46,1.434782608695652,0.41950899550224857,0.0,0.0,false
10,strong_nw_foehn,23:00,no_material_cooling,40,1.05,0.406465517241379,0.0,0.0,false
11,calm_radiative,20:00,no_material_cooling,12,3.25,-0.5022075055187626,0.0,-0.5,true
11,calm_radiative,21:00,no_material_cooling,12,3.0,-0.5855408388520958,0.0,-0.5,true
11,calm_radiative,22:00,no_material_cooling,11,2.1818181818181817,-0.6688741721854292,0.0,-1.0,true
11,calm_radiative,23:00,no_material_cooling,10,1.8,-0.9688741721854293,0.0,-0.5,true
11,insufficient,20:00,insufficient_obs,4,0.0,-5.168874172185429,0.0,,true
11,insufficient,21:00,insufficient_obs,4,0.0,-5.168874172185429,0.0,,true
11,insufficient,22:00,insufficient_obs,4,0.0,-5.168874172185429,0.0,,true
11,insufficient,23:00,insufficient_obs,4,0.0,-5.168874172185429,0.0,,true
11,southerly_disrupted,20:00,ambiguous_cooling,12,1.8333333333333333,0.16445916114790413,1.0,-4.0,true
11,southerly_disrupted,20:00,no_material_cooling,318,2.9276729559748427,0.01980507309758965,0.0,-2.0,false
11,southerly_disrupted,20:00,radiative_pre_dawn,6,3.6666666666666665,0.3311258278145708,1.0,-4.0,true
11,southerly_disrupted,20:00,southerly_frontal,11,1.0909090909090908,-2.3961468994581563,1.0,-4.0,true
11,southerly_disrupted,21:00,ambiguous_cooling,12,1.75,0.16445916114790413,1.0,-4.0,true
11,southerly_disrupted,21:00,no_material_cooling,319,2.3385579937304075,0.03645498141958646,0.0,-2.0,false
11,southerly_disrupted,21:00,radiative_pre_dawn,6,2.6666666666666665,0.3311258278145708,1.0,-4.0,true
11,southerly_disrupted,21:00,southerly_frontal,13,0.9230769230769231,-2.130412633723891,1.0,-4.0,true
11,southerly_disrupted,22:00,ambiguous_cooling,12,1.4166666666666667,0.16445916114790413,1.0,-4.0,true
11,southerly_disrupted,22:00,no_material_cooling,319,1.7586206896551724,0.03018538894309743,0.0,-2.0,false
11,southerly_disrupted,22:00,post_dawn_advective,3,3.3333333333333335,1.664459161147904,1.0,-4.0,true
11,southerly_disrupted,22:00,radiative_pre_dawn,6,2.0,0.3311258278145708,1.0,-4.0,true
11,southerly_disrupted,22:00,southerly_frontal,15,0.8,-1.9355408388520958,1.0,-4.0,true
11,southerly_disrupted,23:00,ambiguous_cooling,12,1.0,0.16445916114790413,1.0,-4.0,true
11,southerly_disrupted,23:00,no_material_cooling,325,1.2123076923076923,0.029587366276109243,0.0,-2.0,false
11,southerly_disrupted,23:00,post_dawn_advective,13,0.8461538461538461,1.6388181355068785,1.0,-4.0,true
11,southerly_disrupted,23:00,radiative_pre_dawn,6,1.5,0.3311258278145708,1.0,-4.0,true
11,southerly_disrupted,23:00,southerly_frontal,16,0.5,-1.9813741721854292,1.0,-4.0,true
11,standard_nw,20:00,no_material_cooling,58,3.586206896551724,0.7449189312628467,0.0,0.0,false
11,standard_nw,21:00,no_material_cooling,52,2.6538461538461537,0.6965104431991862,0.0,0.0,false
11,standard_nw,22:00,no_material_cooling,46,1.934782608695652,0.7441693060754403,0.0,0.0,false
11,standard_nw,23:00,no_material_cooling,31,1.3870967741935485,0.589190343943603,0.0,0.0,false
11,strong_nw_foehn,20:00,no_material_cooling,32,2.75,-0.012624172185429217,0.0,0.0,false
11,strong_nw_foehn,21:00,no_material_cooling,35,2.142857142857143,0.1025543992431422,0.0,0.0,false
11,strong_nw_foehn,22:00,no_material_cooling,37,1.5405405405405406,0.11490961159835457,0.0,0.0,false
11,strong_nw_foehn,23:00,no_material_cooling,36,1.1666666666666667,0.24779249448123744,0.0,-0.75,false
12,calm_radiative,20:00,no_material_cooling,24,4.041666666666667,-0.9485743380855389,0.0,0.0,true
12,calm_radiative,21:00,no_material_cooling,21,3.761904761904762,-0.46047909999030084,0.0,0.0,true
12,calm_radiative,22:00,no_material_cooling,22,3.0,-0.5167561562673572,0.0,0.0,true
12,calm_radiative,23:00,no_material_cooling,18,2.5,-0.6985743380855389,0.0,-0.5,true
12,insufficient,20:00,insufficient_obs,2,,-0.6985743380855389,0.0,,true
12,insufficient,20:00,no_material_cooling,1,0.0,-2.698574338085539,0.0,0.0,true
12,insufficient,21:00,insufficient_obs,2,,-0.6985743380855389,0.0,,true
12,insufficient,21:00,no_material_cooling,1,0.0,-2.698574338085539,0.0,0.0,true
12,insufficient,22:00,insufficient_obs,2,,-0.6985743380855389,0.0,,true
12,insufficient,22:00,no_material_cooling,1,0.0,-2.698574338085539,0.0,0.0,true
12,insufficient,23:00,insufficient_obs,2,,-0.6985743380855389,0.0,,true
12,insufficient,23:00,no_material_cooling,1,0.0,-2.698574338085539,0.0,0.0,true
12,southerly_disrupted,20:00,ambiguous_cooling,9,2.5555555555555554,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,20:00,no_material_cooling,334,2.9910179640718564,-0.1057599668280539,0.0,-2.0,false
12,southerly_disrupted,20:00,radiative_pre_dawn,7,4.285714285714286,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,20:00,southerly_frontal,8,0.875,-2.698574338085539,1.0,-4.0,true
12,southerly_disrupted,21:00,ambiguous_cooling,9,2.3333333333333335,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,21:00,no_material_cooling,336,2.3541666666666665,-0.11226481427601512,0.0,-2.0,false
12,southerly_disrupted,21:00,post_dawn_advective,2,0.5,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,21:00,radiative_pre_dawn,7,3.4285714285714284,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,21:00,southerly_frontal,9,0.6666666666666666,-2.2541298936410943,1.0,-4.0,true
12,southerly_disrupted,22:00,ambiguous_cooling,9,1.7777777777777777,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,22:00,no_material_cooling,338,1.7751479289940828,-0.07135540317429633,0.0,-2.0,false
12,southerly_disrupted,22:00,post_dawn_advective,6,1.1666666666666667,-1.0319076714188722,1.0,-4.0,true
12,southerly_disrupted,22:00,radiative_pre_dawn,7,2.0,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,22:00,southerly_frontal,10,0.6,-2.4985743380855387,1.0,-4.0,true
12,southerly_disrupted,23:00,ambiguous_cooling,9,1.1111111111111112,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,23:00,no_material_cooling,334,1.3323353293413174,-0.10276595485200599,0.0,-2.0,false
12,southerly_disrupted,23:00,post_dawn_advective,17,1.0588235294117647,0.18377860309093166,1.0,-4.0,true
12,southerly_disrupted,23:00,radiative_pre_dawn,7,1.2857142857142858,0.3014256619144611,1.0,-4.0,true
12,southerly_disrupted,23:00,southerly_frontal,12,0.5,-2.448574338085539,1.0,-4.0,true
12,standard_nw,20:00,no_material_cooling,74,3.2567567567567566,0.8825067429955422,0.0,-0.5,false
12,standard_nw,21:00,no_material_cooling,69,2.391304347826087,0.7217155169869249,0.0,-1.0,false
12,standard_nw,22:00,no_material_cooling,61,1.9672131147540983,0.8260158258488873,0.0,-1.0,false
12,standard_nw,23:00,no_material_cooling,50,1.42,0.7214256619144611,0.0,-1.0,false
12,strong_nw_foehn,20:00,no_material_cooling,32,3.0,0.4264256619144611,0.0,0.0,false
12,strong_nw_foehn,21:00,no_material_cooling,35,2.6,0.4728542333430325,0.0,0.0,false
12,strong_nw_foehn,22:00,no_material_cooling,35,2.0,0.4442828047716039,0.0,0.0,false
12,strong_nw_foehn,23:00,no_material_cooling,41,1.5609756097560976,0.8867915155729977,0.0,0.0,false
