month,regime_label,cp,cooling_mechanism,n_rows,total_rows,share,underpowered_n_lt_30,median_min_delta_t_per_h,median_cooling_hour
11,southerly_disrupted,22:00,post_dawn_advective,3,355,0.008450704225352112,true,-4.0,10.0
11,southerly_disrupted,22:00,radiative_pre_dawn,6,355,0.016901408450704224,true,-4.0,2.5
11,southerly_disrupted,22:00,southerly_frontal,15,355,0.04225352112676056,true,-4.0,4.0
11,southerly_disrupted,23:00,ambiguous_cooling,12,372,0.03225806451612903,true,-4.0,3.5
11,southerly_disrupted,23:00,no_material_cooling,325,372,0.8736559139784946,false,-2.0,2.0
11,southerly_disrupted,23:00,post_dawn_advective,13,372,0.03494623655913978,true,-4.0,11.0
11,southerly_disrupted,23:00,radiative_pre_dawn,6,372,0.016129032258064516,true,-4.0,2.5
11,southerly_disrupted,23:00,southerly_frontal,16,372,0.043010752688172046,true,-4.0,4.5
11,standard_nw,20:00,no_material_cooling,58,58,1.0,false,0.0,0.0
11,standard_nw,21:00,no_material_cooling,52,52,1.0,false,0.0,0.0
11,standard_nw,22:00,no_material_cooling,46,46,1.0,false,0.0,0.0
11,standard_nw,23:00,no_material_cooling,31,31,1.0,false,0.0,1.0
11,strong_nw_foehn,20:00,no_material_cooling,32,32,1.0,false,0.0,0.5
11,strong_nw_foehn,21:00,no_material_cooling,35,35,1.0,false,0.0,1.0
11,strong_nw_foehn,22:00,no_material_cooling,37,37,1.0,false,0.0,0.0
11,strong_nw_foehn,23:00,no_material_cooling,36,36,1.0,false,-0.75,1.0
12,calm_radiative,20:00,no_material_cooling,24,24,1.0,true,0.0,1.0
12,calm_radiative,21:00,no_material_cooling,21,21,1.0,true,0.0,1.0
12,calm_radiative,22:00,no_material_cooling,22,22,1.0,true,0.0,1.0
12,calm_radiative,23:00,no_material_cooling,18,18,1.0,true,-0.5,1.0
12,insufficient,20:00,insufficient_obs,2,3,0.6666666666666666,true,,
12,insufficient,20:00,no_material_cooling,1,3,0.3333333333333333,true,0.0,8.0
12,insufficient,21:00,insufficient_obs,2,3,0.6666666666666666,true,,
12,insufficient,21:00,no_material_cooling,1,3,0.3333333333333333,true,0.0,8.0
12,insufficient,22:00,insufficient_obs,2,3,0.6666666666666666,true,,
12,insufficient,22:00,no_material_cooling,1,3,0.3333333333333333,true,0.0,8.0
12,insufficient,23:00,insufficient_obs,2,3,0.6666666666666666,true,,
12,insufficient,23:00,no_material_cooling,1,3,0.3333333333333333,true,0.0,8.0
12,southerly_disrupted,20:00,ambiguous_cooling,9,358,0.025139664804469275,true,-4.0,3.0
12,southerly_disrupted,20:00,no_material_cooling,334,358,0.9329608938547486,false,-2.0,1.0
12,southerly_disrupted,20:00,radiative_pre_dawn,7,358,0.019553072625698324,true,-4.0,2.0
12,southerly_disrupted,20:00,southerly_frontal,8,358,0.0223463687150838,true,-4.0,5.5
12,southerly_disrupted,21:00,ambiguous_cooling,9,363,0.024793388429752067,true,-4.0,3.0
12,southerly_disrupted,21:00,no_material_cooling,336,363,0.9256198347107438,false,-2.0,1.0
12,southerly_disrupted,21:00,post_dawn_advective,2,363,0.005509641873278237,true,-4.0,9.0
12,southerly_disrupted,21:00,radiative_pre_dawn,7,363,0.01928374655647383,true,-4.0,2.0
12,southerly_disrupted,21:00,southerly_frontal,9,363,0.024793388429752067,true,-4.0,6.0
12,southerly_disrupted,22:00,ambiguous_cooling,9,370,0.024324324324324326,true,-4.0,3.0
12,southerly_disrupted,22:00,no_material_cooling,338,370,0.9135135135135135,false,-2.0,1.0
12,southerly_disrupted,22:00,post_dawn_advective,6,370,0.016216216216216217,true,-4.0,10.0
12,southerly_disrupted,22:00,radiative_pre_dawn,7,370,0.01891891891891892,true,-4.0,2.0
12,southerly_disrupted,22:00,southerly_frontal,10,370,0.02702702702702703,true,-4.0,6.5
12,southerly_disrupted,23:00,ambiguous_cooling,9,379,0.023746701846965697,true,-4.0,3.0
12,southerly_disrupted,23:00,no_material_cooling,334,379,0.8812664907651715,false,-2.0,2.0
12,southerly_disrupted,23:00,post_dawn_advective,17,379,0.044854881266490766,true,-4.0,11.0
12,southerly_disrupted,23:00,radiative_pre_dawn,7,379,0.018469656992084433,true,-4.0,2.0
12,southerly_disrupted,23:00,southerly_frontal,12,379,0.0316622691292876,true,-4.0,7.0
12,standard_nw,20:00,no_material_cooling,74,74,1.0,false,-0.5,1.0
12,standard_nw,21:00,no_material_cooling,69,69,1.0,false,-1.0,1.0
12,standard_nw,22:00,no_material_cooling,61,61,1.0,false,-1.0,1.0
12,standard_nw,23:00,no_material_cooling,50,50,1.0,false,-1.0,1.0
12,strong_nw_foehn,20:00,no_material_cooling,32,32,1.0,false,0.0,0.0
12,strong_nw_foehn,21:00,no_material_cooling,35,35,1.0,false,0.0,1.0
12,strong_nw_foehn,22:00,no_material_cooling,35,35,1.0,false,0.0,1.0
12,strong_nw_foehn,23:00,no_material_cooling,41,41,1.0,false,0.0,1.0
