month,cp,wind_sector,n_obs,n_days,mean_tmax_anomaly,mean_remaining_warming,mean_sknt,underpowered_n_lt_30
6,22:00,NW,239,86,0.8696755607380485,1.1171548117154813,11.715481171548117,false
6,22:00,S,1816,182,-1.5986856358778068,0.8188325991189427,17.262665198237887,false
6,22:00,SE,484,91,-0.8159463487332332,1.0971074380165289,10.080578512396695,false
6,22:00,SW,239,77,-0.9336717195966795,1.3598326359832635,12.539748953974895,false
6,22:00,W,70,40,-0.6847775175644021,1.6571428571428573,6.171428571428572,false
6,23:00,E,173,79,0.5821093527906763,1.4335260115606936,3.6416184971098264,false
6,23:00,N,3775,311,1.0801042232113784,1.3711258278145695,11.744635761589404,false
6,23:00,NE,1471,236,0.1547291348586337,2.203263086335826,5.875594833446635,false
6,23:00,NW,263,91,0.9177211244779662,0.8593155893536122,11.85171102661597,false
6,23:00,S,2024,186,-1.5713811313419288,0.6294466403162056,17.12598814229249,false
6,23:00,SE,532,95,-0.8287624799704172,0.7556390977443609,10.261278195488721,false
6,23:00,SW,267,85,-0.9427764474734445,1.1123595505617978,12.247191011235955,false
6,23:00,W,81,45,-0.6964177292046138,1.3950617283950617,6.333333333333333,false
7,20:00,E,130,69,-0.059416445623341856,3.0615384615384613,3.0153846153846153,false
7,20:00,N,2864,316,0.9592395492198038,2.668645251396648,11.376047486033519,false
7,20:00,NE,1189,233,0.42926829268292716,4.0580319596299415,6.434819175777965,false
7,20:00,NW,242,87,0.6474494157879741,1.665289256198347,10.177685950413224,false
7,20:00,S,1353,156,-1.6989525193057569,1.0029563932002956,18.664449371766445,false
7,20:00,SE,328,64,-1.2931875525651806,1.4329268292682926,10.524390243902438,false
7,20:00,SW,222,58,-1.4922646784715747,1.1441441441441442,17.27027027027027,false
7,20:00,W,50,28,-0.49172413793103414,1.28,7.72,false
7,21:00,E,139,74,-0.07402629620441546,2.906474820143885,3.014388489208633,false
7,21:00,N,3228,320,0.9599858992436869,2.5672242874845104,11.430607187112763,false
7,21:00,NE,1335,243,0.4347927160015501,3.8951310861423223,6.394756554307116,false
7,21:00,NW,270,89,0.6853128991060029,1.5925925925925926,10.344444444444445,false
7,21:00,S,1528,160,-1.725938797616898,0.9548429319371727,18.737565445026178,false
7,21:00,SE,375,69,-1.2690574712643674,1.408,10.512,false
7,21:00,SW,240,62,-1.4808908045977007,1.15,17.05,false
7,21:00,W,61,32,-0.5418880723572638,1.1967213114754098,7.590163934426229,false
7,22:00,E,150,79,-0.06505747126436749,2.42,3.0533333333333332,false
7,22:00,N,3630,323,0.9595706279091862,2.1429752066115704,11.497796143250689,false
7,22:00,NE,1448,245,0.41913221566012604,3.1498618784530388,6.411602209944752,false
7,22:00,NW,299,97,0.7405835543766581,1.434782608695652,10.555183946488294,false
7,22:00,S,1703,166,-1.7368092817948038,0.8144450968878449,18.78919553728714,false
7,22:00,SE,417,73,-1.2730670635905066,1.3213429256594724,10.350119904076738,false
7,22:00,SW,256,65,-1.5142241379310342,1.0390625,17.0703125,false
7,22:00,W,75,36,-0.5783908045977008,1.16,7.64,false
7,23:00,E,156,82,-0.07351900972590596,1.6474358974358974,3.1153846153846154,false
7,23:00,N,4042,326,0.9559948130833151,1.5430479960415635,11.588570014844137,false
7,23:00,NE,1532,249,0.41315836859638094,2.156005221932115,6.472584856396867,false
7,23:00,NW,335,104,0.7766340710241897,1.035820895522388,10.734328358208955,false
7,23:00,S,1885,173,-1.735809018567639,0.7145888594164457,18.75968169761273,false
7,23:00,SE,455,74,-1.2682076544145506,1.0351648351648353,10.287912087912089,false
7,23:00,SW,284,72,-1.5291889266634284,0.9225352112676056,16.887323943661972,false
7,23:00,W,88,41,-0.5085423197492159,0.9659090909090909,7.4772727272727275,false
8,20:00,E,132,65,-0.13464419475655434,3.3484848484848486,3.0984848484848486,false
