month,regime_label,cp,tmax_hour_bucket,n_rows,total_rows,bucket_share,underpowered_n_lt_30
9,strong_nw_foehn,23:00,between_13_17,13,45,0.28888888888888886,false
10,calm_radiative,20:00,after_17,1,10,0.1,true
10,calm_radiative,20:00,before_13,6,10,0.6,true
10,calm_radiative,20:00,between_13_17,3,10,0.3,true
10,calm_radiative,21:00,after_17,1,9,0.1111111111111111,true
10,calm_radiative,21:00,before_13,5,9,0.5555555555555556,true
10,calm_radiative,21:00,between_13_17,3,9,0.3333333333333333,true
10,calm_radiative,22:00,after_17,1,12,0.08333333333333333,true
10,calm_radiative,22:00,before_13,6,12,0.5,true
10,calm_radiative,22:00,between_13_17,5,12,0.4166666666666667,true
10,calm_radiative,23:00,after_17,1,11,0.09090909090909091,true
10,calm_radiative,23:00,before_13,5,11,0.45454545454545453,true
10,calm_radiative,23:00,between_13_17,5,11,0.45454545454545453,true
10,southerly_disrupted,20:00,after_17,8,349,0.022922636103151862,false
10,southerly_disrupted,20:00,before_13,167,349,0.4785100286532951,false
10,southerly_disrupted,20:00,between_13_17,174,349,0.498567335243553,false
10,southerly_disrupted,21:00,after_17,8,353,0.0226628895184136,false
10,southerly_disrupted,21:00,before_13,170,353,0.48158640226628896,false
10,southerly_disrupted,21:00,between_13_17,175,353,0.49575070821529743,false
10,southerly_disrupted,22:00,after_17,8,359,0.022284122562674095,false
10,southerly_disrupted,22:00,before_13,174,359,0.48467966573816157,false
10,southerly_disrupted,22:00,between_13_17,177,359,0.49303621169916434,false
10,southerly_disrupted,23:00,after_17,8,372,0.021505376344086023,false
10,southerly_disrupted,23:00,before_13,179,372,0.48118279569892475,false
10,southerly_disrupted,23:00,between_13_17,185,372,0.49731182795698925,false
10,standard_nw,20:00,after_17,2,57,0.03508771929824561,false
10,standard_nw,20:00,before_13,26,57,0.45614035087719296,false
10,standard_nw,20:00,between_13_17,29,57,0.5087719298245614,false
10,standard_nw,21:00,after_17,2,55,0.03636363636363636,false
10,standard_nw,21:00,before_13,24,55,0.43636363636363634,false
10,standard_nw,21:00,between_13_17,29,55,0.5272727272727272,false
10,standard_nw,22:00,after_17,2,47,0.0425531914893617,false
10,standard_nw,22:00,before_13,19,47,0.40425531914893614,false
10,standard_nw,22:00,between_13_17,26,47,0.5531914893617021,false
10,standard_nw,23:00,after_17,2,41,0.04878048780487805,false
10,standard_nw,23:00,before_13,18,41,0.43902439024390244,false
10,standard_nw,23:00,between_13_17,21,41,0.5121951219512195,false
10,strong_nw_foehn,20:00,before_13,18,48,0.375,false
10,strong_nw_foehn,20:00,between_13_17,30,48,0.625,false
10,strong_nw_foehn,21:00,before_13,18,47,0.3829787234042553,false
10,strong_nw_foehn,21:00,between_13_17,29,47,0.6170212765957447,false
10,strong_nw_foehn,22:00,before_13,18,46,0.391304347826087,false
10,strong_nw_foehn,22:00,between_13_17,28,46,0.6086956521739131,false
10,strong_nw_foehn,23:00,before_13,15,40,0.375,false
10,strong_nw_foehn,23:00,between_13_17,25,40,0.625,false
11,calm_radiative,20:00,after_17,1,12,0.08333333333333333,true
11,calm_radiative,20:00,before_13,5,12,0.4166666666666667,true
11,calm_radiative,20:00,between_13_17,6,12,0.5,true
11,calm_radiative,21:00,after_17,1,12,0.08333333333333333,true
11,calm_radiative,21:00,before_13,4,12,0.3333333333333333,true
11,calm_radiative,21:00,between_13_17,7,12,0.5833333333333334,true
11,calm_radiative,22:00,after_17,1,11,0.09090909090909091,true
11,calm_radiative,22:00,before_13,4,11,0.36363636363636365,true
11,calm_radiative,22:00,between_13_17,6,11,0.5454545454545454,true
11,calm_radiative,23:00,after_17,1,10,0.1,true
11,calm_radiative,23:00,before_13,3,10,0.3,true
11,calm_radiative,23:00,between_13_17,6,10,0.6,true
11,insufficient,20:00,after_17,2,4,0.5,true
11,insufficient,20:00,before_13,2,4,0.5,true
11,insufficient,21:00,after_17,2,4,0.5,true
11,insufficient,21:00,before_13,2,4,0.5,true
11,insufficient,22:00,after_17,2,4,0.5,true
11,insufficient,22:00,before_13,2,4,0.5,true
11,insufficient,23:00,after_17,2,4,0.5,true
11,insufficient,23:00,before_13,2,4,0.5,true
11,southerly_disrupted,20:00,after_17,14,347,0.040345821325648415,false
11,southerly_disrupted,20:00,before_13,164,347,0.47262247838616717,false
11,southerly_disrupted,20:00,between_13_17,169,347,0.48703170028818443,false
11,southerly_disrupted,21:00,after_17,14,350,0.04,false
11,southerly_disrupted,21:00,before_13,165,350,0.4714285714285714,false
11,southerly_disrupted,21:00,between_13_17,171,350,0.48857142857142855,false
11,southerly_disrupted,22:00,after_17,14,355,0.03943661971830986,false
11,southerly_disrupted,22:00,before_13,166,355,0.4676056338028169,false
11,southerly_disrupted,22:00,between_13_17,175,355,0.49295774647887325,false
11,southerly_disrupted,23:00,after_17,14,372,0.03763440860215054,false
11,southerly_disrupted,23:00,before_13,176,372,0.4731182795698925,false
11,southerly_disrupted,23:00,between_13_17,182,372,0.489247311827957,false
11,standard_nw,20:00,before_13,28,58,0.4827586206896552,false
11,standard_nw,20:00,between_13_17,30,58,0.5172413793103449,false
11,standard_nw,21:00,before_13,27,52,0.5192307692307693,false
11,standard_nw,21:00,between_13_17,25,52,0.4807692307692308,false
11,standard_nw,22:00,before_13,25,46,0.5434782608695652,false
11,standard_nw,22:00,between_13_17,21,46,0.45652173913043476,false
11,standard_nw,23:00,before_13,15,31,0.4838709677419355,false
11,standard_nw,23:00,between_13_17,16,31,0.5161290322580645,false
11,strong_nw_foehn,20:00,before_13,12,32,0.375,false
11,strong_nw_foehn,20:00,between_13_17,20,32,0.625,false
11,strong_nw_foehn,21:00,before_13,13,35,0.37142857142857144,false
11,strong_nw_foehn,21:00,between_13_17,22,35,0.6285714285714286,false
11,strong_nw_foehn,22:00,before_13,14,37,0.3783783783783784,false
11,strong_nw_foehn,22:00,between_13_17,23,37,0.6216216216216216,false
11,strong_nw_foehn,23:00,before_13,15,36,0.4166666666666667,false
11,strong_nw_foehn,23:00,between_13_17,21,36,0.5833333333333334,false
12,calm_radiative,20:00,after_17,4,24,0.16666666666666666,true
12,calm_radiative,20:00,before_13,6,24,0.25,true
12,calm_radiative,20:00,between_13_17,14,24,0.5833333333333334,true
12,calm_radiative,21:00,after_17,4,21,0.19047619047619047,true
12,calm_radiative,21:00,before_13,4,21,0.19047619047619047,true
12,calm_radiative,21:00,between_13_17,13,21,0.6190476190476191,true
12,calm_radiative,22:00,after_17,4,22,0.18181818181818182,true
12,calm_radiative,22:00,before_13,4,22,0.18181818181818182,true
12,calm_radiative,22:00,between_13_17,14,22,0.6363636363636364,true
12,calm_radiative,23:00,after_17,3,18,0.16666666666666666,true
12,calm_radiative,23:00,before_13,3,18,0.16666666666666666,true
12,calm_radiative,23:00,between_13_17,12,18,0.6666666666666666,true
12,insufficient,20:00,after_17,1,3,0.3333333333333333,true
12,insufficient,20:00,before_13,1,3,0.3333333333333333,true
12,insufficient,20:00,between_13_17,1,3,0.3333333333333333,true
12,insufficient,21:00,after_17,1,3,0.3333333333333333,true
12,insufficient,21:00,before_13,1,3,0.3333333333333333,true
12,insufficient,21:00,between_13_17,1,3,0.3333333333333333,true
12,insufficient,22:00,after_17,1,3,0.3333333333333333,true
12,insufficient,22:00,before_13,1,3,0.3333333333333333,true
12,insufficient,22:00,between_13_17,1,3,0.3333333333333333,true
12,insufficient,23:00,after_17,1,3,0.3333333333333333,true
12,insufficient,23:00,before_13,1,3,0.3333333333333333,true
12,insufficient,23:00,between_13_17,1,3,0.3333333333333333,true
12,southerly_disrupted,20:00,after_17,19,358,0.05307262569832402,false
12,southerly_disrupted,20:00,before_13,151,358,0.42178770949720673,false
12,southerly_disrupted,20:00,between_13_17,188,358,0.5251396648044693,false
12,southerly_disrupted,21:00,after_17,19,363,0.05234159779614325,false
12,southerly_disrupted,21:00,before_13,155,363,0.42699724517906334,false
12,southerly_disrupted,21:00,between_13_17,189,363,0.5206611570247934,false
12,southerly_disrupted,22:00,after_17,19,370,0.051351351351351354,false
12,southerly_disrupted,22:00,before_13,156,370,0.42162162162162165,false
12,southerly_disrupted,22:00,between_13_17,195,370,0.527027027027027,false
12,southerly_disrupted,23:00,after_17,20,379,0.052770448548812667,false
12,southerly_disrupted,23:00,before_13,161,379,0.42480211081794195,false
12,southerly_disrupted,23:00,between_13_17,198,379,0.5224274406332454,false
12,standard_nw,20:00,after_17,2,74,0.02702702702702703,false
12,standard_nw,20:00,before_13,31,74,0.4189189189189189,false
12,standard_nw,20:00,between_13_17,41,74,0.5540540540540541,false
12,standard_nw,21:00,after_17,2,69,0.028985507246376812,false
12,standard_nw,21:00,before_13,29,69,0.42028985507246375,false
12,standard_nw,21:00,between_13_17,38,69,0.5507246376811594,false
12,standard_nw,22:00,after_17,2,61,0.03278688524590164,false
12,standard_nw,22:00,before_13,26,61,0.4262295081967213,false
12,standard_nw,22:00,between_13_17,33,61,0.5409836065573771,false
12,standard_nw,23:00,after_17,2,50,0.04,false
12,standard_nw,23:00,before_13,21,50,0.42,false
12,standard_nw,23:00,between_13_17,27,50,0.54,false
12,strong_nw_foehn,20:00,before_13,11,32,0.34375,false
12,strong_nw_foehn,20:00,between_13_17,21,32,0.65625,false
12,strong_nw_foehn,21:00,before_13,11,35,0.3142857142857143,false
12,strong_nw_foehn,21:00,between_13_17,24,35,0.6857142857142857,false
12,strong_nw_foehn,22:00,before_13,13,35,0.37142857142857144,false
12,strong_nw_foehn,22:00,between_13_17,22,35,0.6285714285714286,false
12,strong_nw_foehn,23:00,before_13,14,41,0.34146341463414637,false
12,strong_nw_foehn,23:00,between_13_17,27,41,0.6585365853658537,false
