decision_status,decision_rationale,best_candidate_id,best_candidate_mae,n_candidate_rows,production_status
READY_FOR_CALIBRATED_OPEN_METEO_NESTED_VALIDATION,Raw and bias-corrected provider-family candidates were generated as experiment-only inputs for nested validation.,om_family_recent_bias_corrected,0.8225165258605939,26224,EXPERIMENT_ONLY
