date_local,cp,candidate_id,prediction,actual_tmax,error,absolute_error,squared_error,actual_bracket,pred_bracket,exact_bracket,n_provider_families,binary_macro_regime_label,calibration_window_days,bias_adjustment,bias_samples,calibration_status,production_status
2023-01-01,20:00,om_family_inverse_mae_weighted,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,20:00,om_family_mean_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,20:00,om_family_median_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,20:00,om_family_recent_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,20:00,om_family_regime_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-01,20:00,om_gfs_previous_runs_raw,17.6,17.0,0.6000000000000014,0.6000000000000014,0.3600000000000017,17,18,false,2,macro_southerly_flow,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-01,21:00,om_family_inverse_mae_weighted,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,21:00,om_family_mean_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,21:00,om_family_median_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,21:00,om_family_recent_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,21:00,om_family_regime_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-01,21:00,om_gfs_previous_runs_raw,17.6,17.0,0.6000000000000014,0.6000000000000014,0.3600000000000017,17,18,false,2,macro_southerly_flow,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-01,22:00,om_family_inverse_mae_weighted,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,22:00,om_family_mean_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,22:00,om_family_median_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,22:00,om_family_recent_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,22:00,om_family_regime_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-01,22:00,om_gfs_previous_runs_raw,17.6,17.0,0.6000000000000014,0.6000000000000014,0.3600000000000017,17,18,false,2,macro_southerly_flow,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-01,23:00,om_family_inverse_mae_weighted,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,23:00,om_family_mean_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,23:00,om_family_median_raw,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-01,23:00,om_family_recent_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-01,23:00,om_family_regime_bias_corrected,17.3,17.0,0.3000000000000007,0.3000000000000007,0.09000000000000043,17,17,true,2,macro_southerly_flow,30,0.0,0,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-01,23:00,om_gfs_previous_runs_raw,17.6,17.0,0.6000000000000014,0.6000000000000014,0.3600000000000017,17,18,false,2,macro_southerly_flow,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-02,20:00,om_family_inverse_mae_weighted,19.507692307692306,20.0,-0.4923076923076941,0.4923076923076941,0.24236686390532722,20,20,true,2,macro_non_southerly,30,0.0,8,inverse_mae_weighted,EXPERIMENT_ONLY
2023-01-02,20:00,om_family_mean_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_non_southerly,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-02,20:00,om_family_median_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_non_southerly,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-02,20:00,om_family_recent_bias_corrected,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_non_southerly,30,0.0,4,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-02,20:00,om_family_regime_bias_corrected,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_non_southerly,30,0.0,0,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-02,20:00,om_gfs_previous_runs_raw,20.8,20.0,0.8000000000000007,0.8000000000000007,0.6400000000000011,20,21,false,2,macro_non_southerly,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-02,21:00,om_family_inverse_mae_weighted,19.507692307692306,20.0,-0.4923076923076941,0.4923076923076941,0.24236686390532722,20,20,true,2,macro_southerly_flow,30,0.0,8,inverse_mae_weighted,EXPERIMENT_ONLY
2023-01-02,21:00,om_family_mean_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-02,21:00,om_family_median_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-02,21:00,om_family_recent_bias_corrected,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,4,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-02,21:00,om_family_regime_bias_corrected,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,4,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-02,21:00,om_gfs_previous_runs_raw,20.8,20.0,0.8000000000000007,0.8000000000000007,0.6400000000000011,20,21,false,2,macro_southerly_flow,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-02,22:00,om_family_inverse_mae_weighted,19.507692307692306,20.0,-0.4923076923076941,0.4923076923076941,0.24236686390532722,20,20,true,2,macro_southerly_flow,30,0.0,8,inverse_mae_weighted,EXPERIMENT_ONLY
2023-01-02,22:00,om_family_mean_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-02,22:00,om_family_median_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
2023-01-02,22:00,om_family_recent_bias_corrected,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,4,fallback_raw_family_mean,EXPERIMENT_ONLY
2023-01-02,22:00,om_family_regime_bias_corrected,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,4,fallback_insufficient_regime_support,EXPERIMENT_ONLY
2023-01-02,22:00,om_gfs_previous_runs_raw,20.8,20.0,0.8000000000000007,0.8000000000000007,0.6400000000000011,20,21,false,2,macro_southerly_flow,30,0.0,0,raw_gfs,EXPERIMENT_ONLY
2023-01-02,23:00,om_family_inverse_mae_weighted,19.507692307692306,20.0,-0.4923076923076941,0.4923076923076941,0.24236686390532722,20,20,true,2,macro_southerly_flow,30,0.0,8,inverse_mae_weighted,EXPERIMENT_ONLY
2023-01-02,23:00,om_family_mean_raw,20.1,20.0,0.10000000000000142,0.10000000000000142,0.010000000000000285,20,20,true,2,macro_southerly_flow,30,0.0,0,raw_family_dedup,EXPERIMENT_ONLY
