test_year,candidate_id,n_train,n_test,mae,exact_bracket_pct,production_status
2024,local_only_reference,1460,1464,1.1767644427092263,26.98087431693989,EXPERIMENT_ONLY
2024,open_meteo_augmented,1460,1464,0.9534499495398605,38.66120218579235,EXPERIMENT_ONLY
2025,local_only_reference,2924,1460,1.2054657917591576,25.410958904109588,EXPERIMENT_ONLY
2025,open_meteo_augmented,2924,1460,0.868553133268444,35.41095890410959,EXPERIMENT_ONLY
