test_year,regime_label,n_augmented,mae_augmented,exact_bracket_pct_augmented,n_local,mae_local,exact_bracket_pct_local,delta_mae_augmented_minus_local,delta_exact_pct_augmented_minus_local
2024,calm_radiative,4,0.33871659758308503,100.0,4,0.44706348715457533,75.0,-0.1083468895714903,25.0
2024,southerly_disrupted,1340,0.9461635375089447,39.32835820895522,1340,1.1790409112265634,26.940298507462686,-0.23287737371761874,12.388059701492537
2024,standard_nw,61,0.9979917504734849,24.59016393442623,61,1.0497053082107661,29.508196721311474,-0.05171355773728126,-4.918032786885245
2024,strong_nw_foehn,59,1.1145630965280493,33.89830508474576,59,1.305899073444701,22.033898305084744,-0.1913359769166516,11.864406779661014
2025,calm_radiative,30,0.9507536118373755,40.0,30,1.2234762344683725,20.0,-0.272722622630997,20.0
2025,southerly_disrupted,1340,0.8773058522141634,34.47761194029851,1340,1.219726812820796,25.0,-0.34242096060663274,9.477611940298509
2025,standard_nw,42,0.7242150744919517,42.857142857142854,42,1.16697520165157,21.428571428571427,-0.4427601271596183,21.428571428571427
2025,strong_nw_foehn,48,0.6991268983576294,52.083333333333336,48,0.8297683601059614,43.75,-0.13064146174833202,8.333333333333336
