decision_status,decision_rationale,om_same_row_mae,reference_same_row_mae,om_beats_reference_same_row,production_status
READY_FOR_P2_DISTRIBUTION_DESIGN,P1 hybrid candidates judged by P0 honest gates plus the pre-registered same-row MAE comparison against hybrid_local_only_covered_rows (spec success criterion 2).,0.726320871823346,0.9505542063819165,true,EXPERIMENT_ONLY
