iteration_id,iteration_label,n_days,n_cp_rows,mae,any_cp_exact_pct,cp23_exact_pct,cp_2000_exact_pct,cp_2100_exact_pct,cp_2200_exact_pct,cp_2300_exact_pct,production_status
onda3_f_pooled_temporal_regime,Onda 3F pooled temporal/regime,1096,4384,1.0619083280873316,44.43430656934307,31.47810218978102,28.649635036496353,31.569343065693428,31.934306569343068,31.47810218978102,EXPERIMENT_ONLY
